
time,best_of_gen,average,gen
1749540757.3192859,0.0,0.002,1
1749540757.5101871,0.0,0.002,2
1749540757.7238407,0.0,0.004,3
1749540757.9277217,0.0,0.004,4
1749540758.118127,0.0,0.004,5
1749540758.3308074,0.2,0.006000000000000001,6
1749540758.5344374,0.4,0.006000000000000001,7
1749540758.7364683,0.0,0.002,8
1749540758.949709,0.0,0.014000000000000002,9
1749540759.1664922,0.0,0.016,10
1749540759.3927987,0.2,0.02,11
1749540759.6318552,0.0,0.024000000000000004,12
1749540759.8880606,0.4,0.022000000000000002,13
1749540760.1543608,0.0,0.044000000000000004,14
1749540760.4106247,0.0,0.044000000000000004,15
1749540760.6643264,0.4,0.052000000000000005,16
1749540760.9345286,0.4,0.08999999999999998,17
1749540761.2152665,0.0,0.10999999999999996,18
1749540761.5653048,0.4,0.10000000000000002,19
1749540761.8330147,0.0,0.10999999999999999,20
1749540762.1219838,0.0,0.11800000000000001,21
1749540762.4143958,0.2,0.11200000000000002,22
1749540762.7013414,0.0,0.16399999999999998,23
1749540763.0037487,0.2,0.114,24
1749540763.3081536,0.4,0.12799999999999997,25
1749540763.624471,0.0,0.10799999999999997,26
1749540763.9278557,0.2,0.15,27
1749540764.2226584,0.4,0.142,28
1749540764.524258,0.2,0.142,29
1749540764.8364763,0.4,0.16,30
1749540765.1739392,0.0,0.14,31
1749540765.5216236,0.4,0.162,32
1749540765.8693972,0.4,0.182,33
1749540766.2167928,0.0,0.236,34
1749540766.5936322,0.2,0.212,35
1749540766.953681,0.2,0.204,36
1749540767.31882,0.4,0.222,37
1749540767.684579,0.4,0.264,38
1749540768.053755,0.4,0.20600000000000002,39
1749540768.4124012,0.6,0.26199999999999996,40
1749540768.7851284,0.6,0.262,41
1749540769.1657712,0.2,0.22599999999999998,42
1749540769.543198,0.6,0.266,43
1749540769.919854,0.2,0.266,44
1749540770.282427,0.4,0.23799999999999996,45
1749540770.658677,0.2,0.3,46
1749540771.0240092,0.4,0.272,47
1749540771.3880656,0.4,0.266,48
1749540771.7507503,0.6,0.252,49
1749540772.1150863,0.4,0.29800000000000004,50
1749540772.4810119,0.0,0.30199999999999994,51
1749540772.8576207,0.4,0.304,52
1749540773.2133615,0.4,0.298,53
