
time,best_of_gen,average,gen
2025-05-08 17:22:21.984119,-1100,-2017.0,1
2025-05-08 17:22:22.035410,-1100,-1800.0,2
2025-05-08 17:22:22.075497,-1000,-1622.0,3
2025-05-08 17:22:22.128219,-800,-1437.0,4
2025-05-08 17:22:22.169628,-800,-1331.0,5
2025-05-08 17:22:22.216139,-800,-1273.0,6
2025-05-08 17:22:22.255665,-700,-1211.0,7
2025-05-08 17:22:22.298860,-700,-1113.0,8
2025-05-08 17:22:22.340546,-500,-1007.0,9
2025-05-08 17:22:22.376653,-400,-956.0,10
2025-05-08 17:22:22.418104,-300,-930.0,11
2025-05-08 17:22:22.459068,-300,-833.0,12
2025-05-08 17:22:22.490827,-300,-783.0,13
2025-05-08 17:22:22.537884,-300,-676.0,14
2025-05-08 17:22:22.577180,-300,-602.0,15
2025-05-08 17:22:22.625289,-200,-597.0,16
2025-05-08 17:22:22.678942,-200,-528.0,17
2025-05-08 17:22:22.710974,-200,-503.0,18
2025-05-08 17:22:22.765582,-200,-532.0,19
2025-05-08 17:22:22.813440,-100,-466.0,20
2025-05-08 17:22:22.850043,-100,-454.0,21
2025-05-08 17:22:22.887087,-100,-454.0,22
2025-05-08 17:22:22.920115,-100,-468.0,23
2025-05-08 17:22:22.955495,-100,-469.0,24
2025-05-08 17:22:23.063683,-100,-469.0,25
2025-05-08 17:22:23.117983,0.3234836410256411,-464.9967651635897,26
2025-05-08 17:22:23.183402,0.30923606666666664,-436.99690763933336,27
2025-05-08 17:22:23.220116,0.31599294915254234,-397.98756298850844,28
2025-05-08 17:22:23.259808,0.34831106194690264,-408.9718005562175,29
2025-05-08 17:22:23.299832,0.3483885486725664,-342.9467306495786,30
2025-05-08 17:22:23.337518,0.3483885486725664,-325.9053362068972,31
2025-05-08 17:22:23.380647,0.3483885486725664,-356.8914559270295,32
2025-05-08 17:22:23.422895,0.3470842123893806,-306.8837345737093,33
2025-05-08 17:22:23.462461,0.3483885486725664,-255.81905220094941,34
2025-05-08 17:22:23.506615,0.35311092857142856,-265.84112496631127,35
2025-05-08 17:22:23.550366,0.35318124999999995,-281.818733867168,36
2025-05-08 17:22:23.593757,0.35318124999999995,-318.8204583083047,37
2025-05-08 17:22:23.648404,0.35318124999999995,-268.8082534953119,38
2025-05-08 17:22:23.725976,0.35318124999999995,-299.8346794967525,39
2025-05-08 17:22:23.770648,0.35318124999999995,-287.8094611469975,40
2025-05-08 17:22:23.809111,0.35318124999999995,-256.809282125,41
2025-05-08 17:22:23.852926,0.35318124999999995,-323.8305038155088,42
2025-05-08 17:22:23.899030,0.3559444504504504,-352.84460767457574,43
2025-05-08 17:22:23.937787,0.3581182342342343,-289.82683655364866,44
2025-05-08 17:22:23.973975,0.3581182342342343,-236.80911984914252,45
2025-05-08 17:22:24.023047,0.3581182342342343,-326.8302552660457,46
2025-05-08 17:22:24.062388,0.3581182342342343,-300.8265973354091,47
2025-05-08 17:22:24.106210,0.35895679279279286,-266.81509090942126,48
2025-05-08 17:22:24.144263,0.35895679279279286,-279.82858289755103,49
2025-05-08 17:22:24.184317,0.3607878738738739,-338.8531502617342,50
2025-05-08 17:22:24.235274,0.37228776146788983,-341.8565668712224,51
2025-05-08 17:22:24.279755,0.37920174074074076,-392.8492844584639,52
2025-05-08 17:22:24.333890,0.37920174074074076,-357.84027543390994,53
2025-05-08 17:22:24.390132,0.37920174074074076,-289.7992574625955,54
2025-05-08 17:22:24.431072,0.3828265925925926,-369.8336731964149,55
2025-05-08 17:22:24.481060,0.3828265925925926,-359.8242451678156,56
2025-05-08 17:22:24.523291,0.3828265925925926,-286.81134503579034,57
2025-05-08 17:22:24.562848,0.39654335849056604,-334.8218861048016,58
2025-05-08 17:22:24.622545,0.39654335849056604,-345.81663109571787,59
2025-05-08 17:22:24.664946,0.397232,-291.79663880213866,60
2025-05-08 17:22:24.711035,0.400609619047619,-359.8360212378441,61
2025-05-08 17:22:24.753047,0.4050689333333333,-295.7945311141137,62
2025-05-08 17:22:24.803445,0.4056415238095238,-386.81286019755794,63
2025-05-08 17:22:24.847276,0.4056415238095238,-393.8367178534027,64
2025-05-08 17:22:24.881093,0.4056415238095238,-303.7920909598037,65
2025-05-08 17:22:24.923114,0.40978519230769234,-421.8549029189287,66
2025-05-08 17:22:24.978485,0.40978519230769234,-336.81766843626497,67
2025-05-08 17:22:25.026727,0.4229233333333333,-315.7883728373593,68
2025-05-08 17:22:25.080102,0.4229233333333333,-339.80767797289633,69
2025-05-08 17:22:25.132905,0.4236389803921568,-279.7823635261924,70
2025-05-08 17:22:25.188364,0.4236389803921568,-336.79250292649937,71
2025-05-08 17:22:25.234602,0.4236389803921568,-340.7857093024094,72
2025-05-08 17:22:25.287658,0.4236389803921568,-343.79270416783555,73
2025-05-08 17:22:25.342189,0.4236389803921568,-344.79687433274506,74
2025-05-08 17:22:25.398124,0.4236389803921568,-389.8178781772549,75
2025-05-08 17:22:25.442840,0.4236389803921568,-378.7968284022409,76
2025-05-08 17:22:25.489554,0.4236389803921568,-306.8051332254902,77
2025-05-08 17:22:25.550711,0.4280764752475248,-323.775583283792,78
2025-05-08 17:22:25.597650,0.4280764752475248,-324.7712800546336,79
2025-05-08 17:22:25.652408,0.4280764752475248,-362.79228377476215,80
2025-05-08 17:22:25.705185,0.4280764752475248,-369.7794414805048,81
2025-05-08 17:22:25.753938,0.4280764752475248,-366.81743586389433,82
2025-05-08 17:22:25.821920,0.4280764752475248,-318.76173823651743,83
2025-05-08 17:22:25.866879,0.4280764752475248,-379.83340517424193,84
