### Run 0
1747295976.0290,14478,8524
1747295976.2740,31351,9307
1747295976.5260,15222,9405
1747295976.7760,14935,9209
1747295977.0240,19468,9307
1747295977.2760,33897,8915
1747295977.5260,14426,9209
1747295977.7770,12899,9209
1747295978.0260,12902,9307
1747295978.2770,12794,9013
1747295978.5270,12906,9405
1747295978.7770,12845,8916
1747295979.0270,13110,8817
1747295979.2770,12774,9014
1747295979.5270,12804,9111
1747295979.7770,12889,8818
1747295980.0270,12876,8915
1747295980.2770,12857,11658
1747295980.5280,14629,15766
1747295980.7770,13599,15864
1747295981.0280,13367,9012
1747295981.2780,12884,8818
1747295981.5280,13085,9111
1747295981.7780,12548,8916
1747295982.0290,12802,9014
1747295982.2780,12934,9111
1747295982.5290,12838,9209
1747295982.7780,12893,8719
1747295983.0290,13088,9013
1747295983.2790,12973,10679
1747295983.5290,13018,8817
1747295983.7790,13230,8817
1747295984.0290,12930,8622
1747295984.2790,13073,10189
1747295984.5290,12809,9014
1747295984.7790,12853,8915
1747295985.0300,12894,8817
1747295985.2800,12824,9698
1747295985.5300,12777,9114
1747295985.7800,12817,9111
1747295986.0300,12853,8915
1747295986.2800,12864,9796
1747295986.5300,12883,9111
1747295986.7800,12859,9015
1747295987.0310,12889,8915
1747295987.2810,12839,9991
1747295987.5310,12986,8720
1747295987.7810,12837,8820
1747295988.0310,12844,8915
1747295988.2810,12906,9111
1747295988.5320,12943,8817
1747295988.7820,13128,11460
1747295989.0380,13028,11361
1747295989.2820,13070,10970
1747295989.5320,12855,8817
1747295989.7820,13018,8818
1747295990.0320,12945,8818
1747295990.2820,12893,8915
1747295990.5320,13058,8916
1747295990.7830,13288,9111
1747295991.0330,12922,8817
1747295991.2830,12882,8818
1747295991.5330,12838,8818
1747295991.7830,13098,10089
1747295992.0330,13069,8623
1747295992.2840,12789,8917
1747295992.5340,12861,9013
1747295992.7840,12811,8720
1747295993.0340,13034,8720
1747295993.2840,12924,8915
1747295993.5340,13004,9013
1747295993.7840,12763,9111
1747295994.0340,12904,9209
1747295994.2840,13125,9111
1747295994.5340,13121,9111
1747295994.7900,12961,10970
1747295995.0350,13235,9209
1747295995.2850,12868,9306
1747295995.5350,12879,9404
1747295995.7860,12975,13117
