time,PKG,GPU
1746540040.8920,0,60767
1746540041.1360,44078,59767
1746540041.3880,37108,59660
1746540041.6380,35442,59660
1746540041.8960,37388,59563
1746540042.1390,36736,54424
1746540042.3960,34641,54326
1746540042.6390,35715,56374
1746540042.8890,38093,56448
1746540043.1390,36214,56472
1746540043.3870,37981,56936
1746540043.6400,36230,61707
1746540043.8870,35323,61902
1746540044.1410,35730,61907
1746540044.3880,35562,58593
1746540044.6420,35493,57154
1746540044.8880,35084,56671
1746540045.1440,34938,59568
1746540045.3900,35931,56671
1746540045.6400,35425,62194
1746540045.8900,35652,62292
1746540046.1390,35509,62487
1746540046.3900,35223,61609
1746540046.6390,35162,62194
1746540046.8900,34520,61537
1746540047.1400,35064,60440
1746540047.3900,34909,58593
1746540047.6390,36016,57131
1746540047.8890,34811,57057
1746540048.1390,33940,57057
1746540048.3900,35653,60080
1746540048.6410,34986,61614
1746540048.8910,35271,60635
1746540049.1420,35130,60962
1746540049.3920,35149,61999
1746540049.6420,35309,61907
1746540049.8930,36038,56472
1746540050.1420,33082,63077
1746540050.3940,34912,67917
1746540050.6430,36888,66678
1746540050.8950,36964,68209
1746540051.1430,36625,70576
1746540051.3950,36955,67521
1746540051.6430,36948,69372
1746540051.8970,36963,69005
1746540052.1430,37104,68518
1746540052.3970,36876,66352
1746540052.6440,37236,66970
1746540052.8940,37023,67917
1746540053.1440,36861,71217
1746540053.3940,36775,67457
1746540053.6440,37317,68977
1746540053.8940,37047,68003
1746540054.1450,37093,67424
1746540054.3950,36981,69367
1746540054.6460,36941,67652
1746540054.8950,36902,66450
1746540055.1480,37078,68014
1746540055.3950,37115,67034
1746540055.6490,37131,67521
1746540055.8950,36937,66667
1746540056.1500,37168,67034
1746540056.3960,34235,56764
1746540056.6440,34918,63169
1746540056.8940,35454,63071
1746540057.1440,35422,59855
1746540057.3930,35716,57354
1746540057.6450,34201,56769
1746540057.8960,35576,61902
1746540058.1460,34927,63071
1746540058.3960,35400,56936
1746540058.6450,34641,56964
1746540058.8980,34591,61322
1746540059.1470,34569,62292
1746540059.3990,33980,61512
1746540059.6460,35212,63364
