time,PKG,GPU
1746550951.4990,0,59792
1746550951.7440,44716,59660
1746550951.9960,36900,59660
1746550952.2450,35719,59660
1746550952.4970,37332,59568
1746550952.7510,36283,59568
1746550953.0000,46953,57126
1746550953.2470,35826,56346
1746550953.4990,37796,56374
1746550953.7470,36069,56374
1746550953.9990,36521,56448
1746550954.2470,36057,61420
1746550954.4960,34764,61902
1746550954.7460,34705,62097
1746550954.9970,34806,60927
1746550955.2450,35092,58300
1746550955.4950,34916,57066
1746550955.7450,33995,56964
1746550955.9970,35013,56671
1746550956.2460,34939,61907
1746550956.4960,35306,62297
1746550956.7470,34626,62948
1746550956.9970,34933,59465
1746550957.2470,35104,57911
1746550957.4960,34488,57911
1746550957.7470,35252,56964
1746550957.9960,33136,57228
1746550958.2480,33622,57228
1746550958.4960,35625,56866
1746550958.7490,35381,61122
1746550958.9990,35592,61127
1746550959.2510,36260,62487
1746550959.4990,36662,61487
1746550959.7510,36421,61220
1746550959.9970,34907,62194
1746550960.2480,35586,62194
1746550960.5000,35134,56671
1746550960.7540,34844,66055
1746550961.0000,36776,67332
1746550961.2500,37124,65573
1746550961.5000,37086,66775
1746550961.7500,36801,69567
1746550962.0010,36878,67521
1746550962.2510,36761,69756
1746550962.5010,36980,69367
1746550962.7510,36969,68690
1746550963.0010,36806,70547
1746550963.2510,36894,69172
1746550963.5010,36907,69074
1746550963.7520,36773,68685
1746550964.0020,36896,65773
1746550964.2520,37137,68885
1746550964.5030,36772,68031
1746550964.7520,37023,67360
1746550965.0040,37010,68794
1746550965.2520,37219,67521
1746550965.5050,37091,66450
1746550965.7520,37017,67034
1746550966.0060,36892,70341
1746550966.2530,37195,68501
1746550966.5070,37016,67516
1746550966.7530,37028,67229
1746550967.0030,33964,56838
1746550967.2510,36003,62876
1746550967.5010,34978,63266
1746550967.7510,34586,62682
1746550968.0010,32045,62102
1746550968.2510,34148,62779
1746550968.5020,34876,62584
1746550968.7520,34177,61415
1746550969.0020,34884,58227
1746550969.2540,33545,63851
1746550969.5040,32300,61907
1746550969.7540,33800,63266
1746550970.0030,33494,62317
1746550970.2540,32969,62097
1746550970.5030,34696,63169
1746550970.7560,35184,62584
1746550971.0050,32248,61737
1746550971.2570,34778,62389
1746550971.5050,34793,58519
1746550971.7570,34831,57066
1746550972.0030,34304,56964
1746550972.2590,34606,59982
1746550972.5060,34332,61804
1746550972.7590,35288,62389
1746550973.0060,35582,62974
1746550973.2550,34716,61512
1746550973.5060,32700,56671
1746550973.7560,34728,66862
1746550974.0060,36801,68306
1746550974.2560,36847,69052
1746550974.5060,36742,69504
1746550974.7570,36524,67235
1746550975.0070,36990,67235
1746550975.2570,37024,66748
1746550975.5070,37029,65768
1746550975.7570,36805,66483
1746550976.0070,36657,66862
1746550976.2570,37012,67360
1746550976.5070,36835,67906
1746550976.7580,36662,66288
1746550977.0080,36691,67847
1746550977.2580,36833,66742
1746550977.5090,36873,71321
1746550977.7580,36750,70742
1746550978.0100,36903,68014
1746550978.2580,37088,66580
1746550978.5110,37016,66931
1746550978.7590,36759,66742
1746550979.0120,36861,66909
1746550979.2590,36842,68237
1746550979.5130,36946,67613
1746550979.7590,36761,67424
1746550980.0090,33966,56764
1746550980.2590,34978,63169
1746550980.5100,35209,59178
1746550980.7590,34941,57544
1746550981.0090,35673,61025
1746550981.2600,35897,62682
1746550981.5100,35543,62487
1746550981.7600,34562,57447
1746550982.0100,30822,61415
1746550982.2580,34264,60830
1746550982.5080,34745,58203
1746550982.7590,34800,56964
1746550983.0100,32335,56964
1746550983.2610,33832,61609
1746550983.5110,35186,61999
1746550983.7620,35172,62292
1746550984.0100,34849,61999
1746550984.2630,33226,63169
1746550984.5110,34858,63630
1746550984.7590,35099,63656
1746550985.0100,33415,62302
1746550985.2600,32448,62389
1746550985.5100,33924,62194
1746550985.7600,35266,62584
1746550986.0110,35112,62389
1746550986.2610,34480,62876
1746550986.5110,32554,68203
1746550986.7620,36803,66580
1746550987.0130,36836,66055
1746550987.2630,36460,65898
1746550987.5130,36817,68627
1746550987.7630,36720,67332
1746550988.0130,36726,68880
1746550988.2630,36884,66942
1746550988.5140,36508,67619
1746550988.7640,36783,65963
1746550989.0150,36551,66255
1746550989.2640,37131,66834
1746550989.5160,36843,68009
1746550989.7640,36675,67327
1746550990.0170,36794,68690
1746550990.2640,36917,67034
1746550990.5140,36699,71808
1746550990.7650,36978,68226
1746550991.0150,36687,66942
1746550991.2650,36929,68822
1746550991.5150,36659,67652
1746550991.7650,36802,67911
1746550992.0150,36588,67327
1746550992.2650,36620,68203
1746550992.5150,36664,68529
1746550992.7630,34457,56959
1746550993.0140,35871,62292
1746550993.2660,34720,62682
1746550993.5150,34977,62389
1746550993.7660,33091,61902
1746550994.0140,33235,62974
1746550994.2680,34383,57066
1746550994.5160,34467,56964
1746550994.7690,35064,59568
1746550995.0170,34844,60927
1746550995.2700,34690,61902
1746550995.5160,35433,61902
1746550995.7660,35028,63071
1746550996.0150,35104,62487
1746550996.2650,33157,62805
1746550996.5160,32593,61717
1746550996.7670,33614,62584
1746550997.0180,33459,64337
1746550997.2680,33941,63097
1746550997.5170,32333,63364
1746550997.7660,34728,63656
1746550998.0190,35291,62584
1746550998.2660,34437,63364
1746550998.5200,34335,62292
1746550998.7660,32379,62887
1746550999.0220,34297,63169
1746550999.2680,31992,62779
1746550999.5180,31640,67842
1746550999.7690,36508,68203
1746551000.0190,36654,68273
1746551000.2690,36879,66678
1746551000.5190,36867,67034
1746551000.7690,36712,67555
1746551001.0190,36805,68983
1746551001.2700,36686,68919
1746551001.5200,36816,66942
1746551001.7700,36664,68226
1746551002.0240,36604,70255
1746551002.2700,36705,68432
1746551002.5200,36693,69275
1746551002.7720,36463,67224
1746551003.0210,36845,69613
1746551003.2700,36846,65871
1746551003.5230,36889,66542
1746551003.7710,36549,66190
1746551004.0210,36987,68203
1746551004.2710,36752,67917
1746551004.5210,36598,69470
1746551004.7710,36752,68782
1746551005.0210,36661,70565
1746551005.2720,36607,69183
1746551005.5220,36847,67137
1746551005.7730,35659,57739
1746551006.0220,34529,56866
1746551006.2720,35650,60445
1746551006.5240,35886,62779
1746551006.7720,35213,59763
1746551007.0250,35359,61127
1746551007.2710,34785,59373
1746551007.5220,31341,62107
1746551007.7710,34963,60250
1746551008.0220,32005,63364
1746551008.2720,34693,60830
1746551008.5220,35099,57642
1746551008.7730,32171,58300
