time,PKG,GPU
1746529042.2290,21358,9405
1746529042.4750,42506,9985
1746529042.7250,37236,9985
1746529042.9740,35687,9794
1746529043.2250,37144,9595
1746529043.4750,36855,10082
1746529043.7300,42275,12530
1746529043.9750,36255,51893
1746529044.2250,38907,52380
1746529044.4750,36936,52283
1746529044.7250,33513,52482
1746529044.9770,19776,52482
1746529045.2270,17040,52482
1746529045.4760,28158,54526
1746529045.7260,34432,53746
1746529045.9770,35450,53356
1746529046.2250,32598,54136
1746529046.4780,33891,54136
1746529046.7260,35794,53262
1746529046.9790,36079,58500
1746529047.2270,36022,53453
1746529047.4800,35906,57164
1746529047.7270,36005,58519
1746529047.9770,35456,56643
1746529048.2270,35559,53843
1746529048.4770,35077,53453
1746529048.7280,35224,57154
1746529048.9780,35040,58793
1746529049.2280,35116,58227
1746529049.4780,35455,58812
1746529049.7280,35319,59373
1746529049.9780,34777,59490
1746529050.2280,34295,58422
1746529050.4780,34123,59787
1746529050.7290,34428,58690
1746529050.9790,34272,58300
1746529051.2290,34546,59002
1746529051.4790,34630,58812
1746529051.7300,31856,53453
1746529051.9800,24984,60742
1746529052.2290,28826,64241
1746529052.4800,36493,71143
1746529052.7300,36668,79101
1746529052.9800,36757,79880
1746529053.2300,36629,90572
1746529053.4800,36633,89165
1746529053.7420,36747,94599
1746529053.9800,36855,96943
1746529054.2300,36928,98354
1746529054.4810,37664,89816
1746529054.7310,38145,86955
1746529054.9810,36495,88656
1746529055.2310,36966,91605
1746529055.4810,36870,89157
1746529055.7280,38740,88552
1746529055.9810,43634,89023
1746529056.2310,37896,88634
1746529056.4810,37281,88213
1746529056.7310,37496,92182
1746529056.9810,37427,89464
1746529057.2320,37475,88228
1746529057.4820,37324,95588
1746529057.7320,37511,91201
1746529057.9820,37461,89569
1746529058.2320,37369,89381
1746529058.4820,35799,73068
1746529058.7330,30713,72416
1746529058.9820,35557,76569
1746529059.2330,35653,73488
1746529059.4820,35039,73500
1746529059.7350,35115,79504
1746529059.9830,35256,82302
1746529060.2360,35583,83164
1746529060.4830,35351,84562
1746529060.7330,35581,74535
1746529060.9830,35427,74535
1746529061.2320,34189,74048
1746529061.4830,30790,78809
1746529061.7340,34414,76191
1746529061.9840,34851,73951
1746529062.2320,35208,73110
1746529062.4810,33181,73786
1746529062.7330,33424,74633
1746529062.9840,33379,76094
1746529063.2340,31285,78529
1746529063.4840,34479,76801
1746529063.7340,35149,75120
1746529063.9870,35578,73854
1746529064.2340,32721,75022
1746529064.4880,34528,73975
1746529064.7350,35049,73598
1746529064.9880,34897,73293
1746529065.2350,35191,73488
1746529065.4890,33635,93201
1746529065.7350,37374,94269
1746529065.9850,37434,90505
1746529066.2360,37516,90827
1746529066.4860,37449,88639
1746529066.7360,37493,90437
1746529066.9860,37437,91418
1746529067.2360,37326,90445
1746529067.4860,37431,87892
1746529067.7360,37467,89374
1746529067.9860,37486,89014
1746529068.2370,37612,90153
1746529068.4880,37363,92751
1746529068.7370,37484,94615
1746529068.9880,37513,91396
1746529069.2370,37509,91014
1746529069.4870,37602,91590
1746529069.7380,37404,91126
1746529069.9870,37513,89868
1746529070.2390,37506,90984
1746529070.4880,37551,90917
1746529070.7400,37320,92338
1746529070.9880,37479,92376
1746529071.2410,37497,92062
1746529071.4880,37442,97616
1746529071.7380,34569,75120
1746529071.9880,34228,84917
1746529072.2380,35380,85703
1746529072.4890,35303,85230
1746529072.7390,35225,84528
1746529072.9890,33698,84924
1746529073.2390,35261,85995
1746529073.4890,34916,75022
1746529073.7390,34280,79991
1746529073.9890,34702,81899
1746529074.2380,34058,84075
1746529074.4900,35114,61420
1746529074.7400,34664,60640
1746529074.9900,31989,58885
1746529075.2400,35097,60932
1746529075.4900,35268,60737
