time,PKG,GPU
1749313877.1620,26135,15373
1749313877.4070,38565,15363
1749313877.6570,34392,15461
1749313877.9070,35188,15363
1749313878.1570,35164,15363
1749313878.4080,34778,15559
1749313878.6630,42841,15364
1749313878.9080,17363,51893
1749313879.1590,15463,52190
1749313879.4080,23926,52287
1749313879.6580,22553,52385
1749313879.9100,13352,52482
1749313880.1580,21104,52580
1749313880.4090,22911,52580
1749313880.6590,23883,52482
1749313880.9100,18205,52775
1749313881.1600,14912,52677
1749313881.4100,13735,52775
1749313881.6600,19796,56281
1749313881.9090,31258,58885
1749313882.1610,32730,58398
1749313882.4090,32873,58105
1749313882.6620,32680,57808
1749313882.9100,32081,58105
1749313883.1630,32695,58403
1749313883.4100,32613,58885
1749313883.6640,31214,56959
1749313883.9100,32775,58983
1749313884.1600,32484,59275
1749313884.4100,33136,58398
1749313884.6610,32472,60050
1749313884.9110,32824,59855
1749313885.1610,32514,59173
1749313885.4110,32851,58593
1749313885.6610,32805,58398
1749313885.9110,32989,59587
1749313886.1620,33240,59373
1749313886.4110,32870,59763
1749313886.6630,32644,59183
1749313886.9120,33099,59685
1749313887.1620,30221,58885
1749313887.4120,30290,58222
1749313887.6600,31123,59860
1749313887.9130,31840,59373
1749313888.1620,28110,53356
1749313888.4140,23458,64976
1749313888.6630,32449,65183
1749313888.9160,34977,71991
1749313889.1630,35103,77030
1749313889.4130,34962,81989
1749313889.6630,34789,86933
1749313889.9140,34821,90213
1749313890.1630,34817,90145
1749313890.4140,34793,88797
1749313890.6640,34793,85549
1749313890.9140,34778,86071
1749313891.1640,34636,94090
1749313891.4140,34895,92256
1749313891.6640,34805,88880
1749313891.9140,35007,86739
1749313892.1640,34818,90333
1749313892.4150,34586,89111
1749313892.6650,34907,86717
1749313892.9150,34825,91201
1749313893.1650,34982,88491
1749313893.4150,34850,86544
1749313893.6660,35208,87315
1749313893.9150,35137,94179
1749313894.1670,35180,89457
1749313894.4160,35110,88552
1749313894.6630,33474,72873
1749313894.9160,27703,71412
1749313895.1690,32301,82977
1749313895.4160,32275,77153
1749313895.6660,32477,73951
