time,PKG,GPU
1749539772.8000,27057,8328
1749539773.0450,42978,8813
1749539773.2970,36275,8031
1749539773.5470,36631,8227
1749539773.7970,37150,8029
1749539774.0470,36367,7931
1749539774.2980,35664,8125
1749539774.5450,35252,8029
1749539774.7960,35785,8031
1749539775.0480,35778,8128
1749539775.2980,36032,7933
1749539775.5480,36444,8225
1749539775.7980,36105,8324
1749539776.0460,33521,8032
1749539776.2980,36064,8128
1749539776.5480,36640,8128
1749539776.7980,36343,8032
1749539777.0460,36354,8031
1749539777.2970,35935,8031
1749539777.5460,35849,8029
1749539777.7960,35375,8128
1749539778.0490,34841,8031
1749539778.2970,34148,8128
1749539778.5490,36135,8225
1749539778.7990,35189,8129
1749539779.0490,36390,7931
1749539779.2990,36406,8128
1749539779.5500,36461,8128
1749539779.8000,35510,8225
1749539780.0490,35257,8225
1749539780.3000,36181,8029
1749539780.5500,36099,7934
1749539780.8000,36607,8519
1749539781.0490,37057,8031
1749539781.3000,35252,7933
1749539781.5510,36611,8029
1749539781.8010,36377,8225
1749539782.0510,36145,7934
1749539782.3010,36047,8225
1749539782.5510,35259,7933
1749539782.8010,35892,8328
1749539783.0510,33985,8128
1749539783.3010,35223,8031
1749539783.5510,36265,8031
1749539783.8010,36430,8423
1749539784.0520,35599,7931
1749539784.3020,36316,7931
1749539784.5520,36725,8225
1749539784.8020,35787,8519
1749539785.0520,36213,8029
1749539785.3020,36298,8225
1749539785.5520,36881,7931
1749539785.8030,35974,8225
1749539786.0530,35141,8128
1749539786.3030,36406,8225
1749539786.5530,35358,8031
1749539786.8030,36193,8519
1749539787.0530,36396,7934
1749539787.3030,36546,8129
1749539787.5530,36097,14582
1749539787.8030,35977,15166
1749539788.0530,36544,15166
1749539788.3020,35585,15264
1749539788.5540,35790,8617
1749539788.8040,35216,8617
1749539789.0540,37007,8225
1749539789.3040,35096,8225
1749539789.5540,36329,8029
1749539789.8040,36940,8616
1749539790.0550,35100,8029
1749539790.3020,36277,7834
1749539790.5530,35830,8519
1749539790.8050,36557,8421
1749539791.0540,36157,8029
1749539791.3050,34848,7931
1749539791.5550,37028,8225
1749539791.8060,36402,8714
1749539792.0550,35593,8323
1749539792.3050,36302,8031
1749539792.5550,37306,8323
1749539792.8060,35064,8324
1749539793.0560,36415,7931
1749539793.3060,37387,8225
1749539793.5560,36109,8422
1749539793.8060,36030,8422
1749539794.0560,35894,8031
1749539794.3070,36110,8324
1749539794.5560,36484,8324
1749539794.8060,36022,8617
1749539795.0560,37193,8128
1749539795.3050,36351,8031
1749539795.5540,36422,8225
1749539795.8060,36498,8619
1749539796.0570,34896,7835
1749539796.3070,35659,8225
1749539796.5570,37376,8324
1749539796.8070,36321,8519
1749539797.0570,36472,8128
1749539797.3060,37227,8128
1749539797.5550,36129,7934
1749539797.8050,35095,8225
1749539798.0570,36867,7933
1749539798.3050,36368,7933
1749539798.5550,35875,8128
1749539798.8080,36385,8519
1749539799.0550,37063,8032
1749539799.3080,34692,8225
1749539799.5580,36520,8029
1749539799.8060,36624,8225
1749539800.0580,35768,8031
1749539800.3060,35747,8029
1749539800.5580,36514,7933
1749539800.8090,36882,8128
1749539801.0590,36365,8128
1749539801.3090,36410,8031
1749539801.5590,37315,8128
1749539801.8070,36010,8422
1749539802.0590,36275,8032
1749539802.3090,37395,8029
1749539802.5600,34508,8132
1749539802.8080,36126,8225
1749539803.0580,37106,8227
1749539803.3070,35934,8128
1749539803.5600,36330,8031
1749539803.8090,36373,8422
1749539804.0580,36585,8032
1749539804.3100,35194,8225
1749539804.5600,36498,8128
1749539804.8090,36175,8227
1749539805.0600,33475,8031
1749539805.3110,36494,8029
1749539805.5610,37425,8128
1749539805.8080,36267,8324
1749539806.0610,33685,8128
1749539806.3090,36607,7933
1749539806.5610,35577,8029
1749539806.8110,35682,8422
1749539807.0610,36398,8128
1749539807.3110,37351,8225
1749539807.5620,36639,8031
1749539807.8120,34920,8128
1749539808.0610,36646,8225
1749539808.3120,36346,8128
1749539808.5620,34683,7931
1749539808.8120,35938,8422
1749539809.0620,36371,14776
1749539809.3120,37233,15068
1749539809.5650,36358,15166
1749539809.8110,36274,15265
1749539810.0620,35867,8519
1749539810.3130,34327,8032
1749539810.5630,37034,8029
1749539810.8130,35904,8225
1749539811.0620,36232,8324
1749539811.3130,35119,7931
1749539811.5640,36157,8029
1749539811.8140,37404,8421
1749539812.0620,35375,8420
1749539812.3140,36446,8128
1749539812.5640,37163,8323
1749539812.8140,36123,8323
1749539813.0630,35850,8225
1749539813.3140,37276,7933
1749539813.5640,35476,8227
1749539813.8150,36271,8323
1749539814.0650,37339,8519
1749539814.3150,35276,7933
1749539814.5650,36222,8225
1749539814.8150,37338,8421
1749539815.0650,36643,8422
1749539815.3150,36605,8225
1749539815.5650,37036,8323
1749539815.8140,35721,8324
1749539816.0660,35339,8129
1749539816.3160,32312,7934
1749539816.5660,32072,7931
1749539816.8160,32205,8423
1749539817.0630,35250,8324
1749539817.3130,36106,8130
1749539817.5660,36531,8029
1749539817.8140,35673,8225
1749539818.0650,35215,8225
1749539818.3140,36769,7933
1749539818.5660,35310,8130
1749539818.8160,36458,8227
1749539819.0670,36983,8032
1749539819.3140,34637,8128
1749539819.5670,34067,7933
1749539819.8170,37200,8324
1749539820.0670,35276,8128
1749539820.3150,34286,8029
1749539820.5670,37329,8225
1749539820.8170,35431,8225
1749539821.0670,36502,7737
1749539821.3170,36782,8129
1749539821.5660,36255,8032
1749539821.8180,35654,8029
1749539822.0670,36822,8328
1749539822.3180,36702,7933
1749539822.5680,35818,8225
1749539822.8180,36333,8225
1749539823.0680,36978,8225
1749539823.3160,34827,7933
1749539823.5660,35326,8130
1749539823.8170,36750,8132
1749539824.0670,35118,7934
1749539824.3180,36003,8225
1749539824.5660,36175,8031
1749539824.8190,36790,8325
1749539825.0690,36237,8128
1749539825.3190,35756,7931
1749539825.5690,36959,7933
1749539825.8190,35721,8225
1749539826.0700,35194,8129
