gen,time,PKG,GPU,seconds_passed,best_of_gen,average,PKG_std,GPU_std
1.0,1970-01-01 00:00:01.749488082,48.625179565217394,94.5494497826087,1.8478260869565219e-09,0.0,0.0030434782608695656,25.09512623039515,49.493456159217864
2.0,1970-01-01 00:00:01.749483630,35.89037846153846,34.80450807692308,1.4615384615384617e-09,0.0,0.004,29.1071100205273,63.31484839450876
3.0,1970-01-01 00:00:01.749487893,101.08652052631581,209.76719921052631,4.315789473684211e-09,0.0,0.006421052631578947,12.87056215131365,42.98657976302654
4.0,1970-01-01 00:00:01.749483073,101.24512666666665,153.80669833333334,4.666666666666666e-09,0.0,0.002,7.5244222131957335,17.36283929212207
5.0,1970-01-01 00:00:01.749486728,125.40290916666667,253.83209708333334,5.416666666666666e-09,0.0,0.008,11.123844935272608,42.52708434173764
7.0,1970-01-01 00:00:01.749487766,141.45508222222222,304.78389555555555,6.222222222222222e-09,0.0,0.010888888888888889,16.907792731886822,58.67792719446979
8.0,1970-01-01 00:00:01.749490356,144.3785366666667,328.9517591666667,6.4999999999999995e-09,0.20000000000000004,0.01,14.201909277088985,33.16875975615237
9.0,1970-01-01 00:00:01.749484302,140.15718833333332,263.2268075,6.4999999999999995e-09,0.0,0.014,10.448451199911718,34.69579076529904
10.0,1970-01-01 00:00:01.749488564,170.42593545454545,382.73663727272736,7.545454545454546e-09,0.14545454545454548,0.03854545454545454,11.822519128327396,29.505420525538977
11.0,1970-01-01 00:00:01.749489470,170.05097999999998,384.63462000000004,7.500000000000001e-09,0.1,0.040999999999999995,4.164972078273771,15.438644191307793
12.0,1970-01-01 00:00:01.749485903,177.77647230769227,372.3510988461539,8.153846153846153e-09,0.06153846153846154,0.03599999999999997,16.68206558736965,69.25194541761772
13.0,1970-01-01 00:00:01.749490359,196.2402325,450.0619175000001,9e-09,0.0,0.158,6.581446949034711,15.642526496622644
14.0,1970-01-01 00:00:01.749490361,238.24437250000003,547.6849525000001,1.1e-08,1.0,0.1899999999999999,6.7580388175583295,15.63000006627341
15.0,1970-01-01 00:00:01.749487407,204.56341125,440.63601687500005,9.499999999999999e-09,0.3,0.12075000000000001,16.669320287663147,75.31097671127465
16.0,1970-01-01 00:00:01.749486023,209.58681299999998,458.43964700000004,9.5e-09,0.16,0.18280000000000002,14.945147563182907,55.80484470472145
17.0,1970-01-01 00:00:01.749490362,275.63612800000004,634.709782,1.2599999999999999e-08,0.2,0.3460000000000001,10.670486297318883,25.382936199877197
18.0,1970-01-01 00:00:01.749485946,223.6343785714286,470.7297821428571,1.0714285714285715e-08,0.1142857142857143,0.09714285714285716,22.493231331185996,87.87628248873708
19.0,1970-01-01 00:00:01.749486479,230.59654285714285,496.42956428571426,1.0857142857142856e-08,0.17142857142857143,0.06,19.49678577004232,64.86810606690443
20.0,1970-01-01 00:00:01.749490364,311.62202375000004,718.6658574999999,1.4499999999999999e-08,0.2,0.28,12.822613556085665,30.02369773289926
21.0,1970-01-01 00:00:01.749484921,244.39016625000002,522.09797125,1.15e-08,0.8,0.17199999999999996,6.0534015453673105,37.273901994321974
22.0,1970-01-01 00:00:01.749488574,277.1140863636363,636.1255386363636,1.2727272727272728e-08,0.2727272727272727,0.16999999999999998,42.39672769141562,100.11045618052664
23.0,1970-01-01 00:00:01.749486677,289.20551874999995,640.9784552083333,1.35e-08,0.08333333333333333,0.049166666666666636,25.970111543006965,79.72128423487045
