gen,time,PKG,GPU,seconds_passed,best_of_gen,average,PKG_std,GPU_std
1.0,1970-01-01 00:00:01.749541040,40.210860000000004,0.8887965217391304,1.5217391304347827e-09,0.0,0.003130434782608696,17.06077969814952,1.3247430605536605
2.0,1970-01-01 00:00:01.749540767,21.1236325,0.1715591666666666,1e-09,0.0,0.004,15.95814693317157,0.10153827280733588
3.0,1970-01-01 00:00:01.749540299,33.383549473684205,0.6739136842105262,1.263157894736842e-09,0.0,0.005684210526315789,23.778088086754828,0.6286328700350072
4.0,1970-01-01 00:00:01.749541693,68.83207363636363,0.17992181818181796,2.6363636363636365e-09,0.0,0.011090909090909028,12.263589580929617,0.08688135502720727
7.0,1970-01-01 00:00:01.749541764,77.581285,0.3856024999999997,4e-09,0.0,0.008,3.764162741493783,0.06409569418065458
8.0,1970-01-01 00:00:01.749542106,89.46197333333332,0.38011833333333306,4e-09,0.0,0.010666666666666666,8.620498049720393,0.2270773791207158
9.0,1970-01-01 00:00:01.749539568,91.23991714285714,2.9742739285714284,3.7142857142857143e-09,0.0,0.01399999999999998,15.244095444109306,2.548292979313784
10.0,1970-01-01 00:00:01.749540513,96.629465,0.7169912499999997,4e-09,0.0,0.014,5.535393667725904,0.23013184106706458
11.0,1970-01-01 00:00:01.749540759,109.71452,0.8900049999999996,4e-09,0.2,0.02,0.0,0.0
12.0,1970-01-01 00:00:01.749539776,88.57439333333332,0.35338999999999965,4e-09,0.0,0.024000000000000004,9.029550589172931,0.01385949944983582
14.0,1970-01-01 00:00:01.749541993,108.58617,1.7490549999999996,4.2e-09,0.5599999999999999,0.0696,9.218226213309684,3.18480540222829
15.0,1970-01-01 00:00:01.749541765,115.34876199999997,0.8693029999999997,5.4e-09,0.2,0.036,11.511070261807543,0.16466890692386346
16.0,1970-01-01 00:00:01.749541046,131.03237866666666,2.2560446666666665,5.3999999999999996e-09,0.32,0.08026666666666664,10.776167858421168,3.2507780864034617
17.0,1970-01-01 00:00:01.749539780,117.95976499999998,4.0055974999999995,5e-09,0.2,0.10099999999999995,4.891290950705156,4.461564482108547
18.0,1970-01-01 00:00:01.749540761,149.32458,0.8549366666666662,6e-09,0.0,0.10999999999999992,5.70063532304953,0.016064887436061732
19.0,1970-01-01 00:00:01.749541083,148.50849714285712,4.084892142857143,6e-09,0.31428571428571433,0.14942857142857138,7.545783125332793,4.4221973630075
21.0,1970-01-01 00:00:01.749540389,154.59381307692308,2.241390769230769,6.692307692307692e-09,0.04615384615384616,0.12153846153846154,16.81185874228635,3.601303709369732
22.0,1970-01-01 00:00:01.749538803,179.24648,11.038745,7e-09,0.2,0.224,0.0,0.0
23.0,1970-01-01 00:00:01.749542421,180.59717363636364,0.8974354545454539,7.636363636363635e-09,0.34545454545454546,0.1909090909090909,14.4040719037009,0.2831894069210087
24.0,1970-01-01 00:00:01.749541204,186.03479428571427,2.3688057142857137,8.285714285714287e-09,0.2285714285714286,0.16714285714285712,11.795812512256008,3.3054534877109134
25.0,1970-01-01 00:00:01.749539129,190.22862666666663,8.492906666666666,8e-09,0.19999999999999998,0.2346666666666666,26.34546316223253,5.990351598542872
26.0,1970-01-01 00:00:01.749541098,199.03491,1.1299566666666658,8.333333333333334e-09,0.0,0.1339999999999999,3.5686733282971925,0.33734644700712846
27.0,1970-01-01 00:00:01.749540288,230.07007249999998,8.074971249999999,1e-08,0.4,0.25499999999999995,14.457598963777665,7.497981672253957
28.0,1970-01-01 00:00:01.749541384,204.261764,0.8328409999999993,8.8e-09,0.12000000000000002,0.21919999999999992,20.751227274819314,0.37994463894830194
29.0,1970-01-01 00:00:01.749540787,226.6382583333333,0.678366666666666,9.666666666666667e-09,0.0,0.20533333333333323,18.472042248662202,0.15285695830257515
30.0,1970-01-01 00:00:01.749541268,237.92124375000003,1.4176781249999992,1.05e-08,0.30000000000000004,0.21500000000000002,17.995305835835026,0.4512285875653824
32.0,1970-01-01 00:00:01.749541297,262.322195,5.716246666666666,1.1e-08,0.4000000000000001,0.28633333333333333,19.95044905219206,6.852025129122532
33.0,1970-01-01 00:00:01.749541443,270.06313500000005,1.0871483333333325,1.1166666666666666e-08,0.3333333333333333,0.20866666666666667,17.46454014315723,0.052285383872232076
35.0,1970-01-01 00:00:01.749540078,272.1082214285714,10.16815357142857,1.1857142857142857e-08,0.4,0.2831428571428571,10.256100685987565,7.485781389971764
36.0,1970-01-01 00:00:01.749540275,267.32018875,0.908867499999999,1.15e-08,0.2,0.21799999999999994,18.35772127932042,0.26657315306630985
37.0,1970-01-01 00:00:01.749540577,299.20436105263155,5.787899473684209,1.2842105263157896e-08,0.23157894736842108,0.2496842105263158,20.911575729526756,7.639267265254293
39.0,1970-01-01 00:00:01.749542287,310.79568125000003,1.7462874999999993,1.35e-08,0.4,0.2219999999999999,8.373424129491829,0.4965802921769768
