time,PKG,GPU
1749490350.6200,18717,59572
1749490350.8650,42523,59753
1749490351.1150,36417,59850
1749490351.3650,37109,59763
1749490351.6150,36739,59948
1749490351.8740,36121,59753
1749490352.1160,40620,56834
1749490352.3660,35768,56448
1749490352.6170,37641,56448
1749490352.8660,35724,56448
1749490353.1170,36397,56346
1749490353.3660,35930,61609
1749490353.6140,32969,56546
1749490353.8650,32712,56736
1749490354.1150,33743,56546
1749490354.3650,30967,56448
1749490354.6140,34728,61707
1749490354.8640,31742,56448
1749490355.1170,36286,58296
1749490355.3670,33934,56448
1749490355.6170,33606,56546
1749490355.8650,33885,56546
1749490356.1160,32945,56546
1749490356.3670,34175,56546
1749490356.6170,32681,56448
1749490356.8680,34145,56546
1749490357.1170,33104,56546
1749490357.3680,34004,56448
1749490357.6180,32883,56546
1749490357.8680,33706,56448
1749490358.1180,33739,56546
1749490358.3680,33514,56448
1749490358.6170,33273,56546
1749490358.8690,33932,56448
1749490359.1180,33249,56546
1749490359.3700,33020,56448
1749490359.6180,34080,56643
1749490359.8710,31915,56448
1749490360.1190,36819,59587
1749490360.3720,31939,56448
1749490360.6190,34324,56448
1749490360.8690,33661,56448
1749490361.1190,32052,56546
1749490361.3700,36915,56448
1749490361.6200,31809,56546
1749490361.8700,32788,56448
1749490362.1180,36474,58101
1749490362.3700,32006,56448
1749490362.6200,34258,56546
1749490362.8700,34622,59660
1749490363.1200,32431,56472
1749490363.3690,34793,56546
1749490363.6200,32559,56643
1749490363.8700,31972,56546
1749490364.1210,35866,56448
1749490364.3700,32783,56346
1749490364.6220,32058,56448
1749490364.8710,36411,56448
1749490365.1230,32086,56546
1749490365.3710,32868,56448
1749490365.6240,36404,60835
1749490365.8720,31967,56448
1749490366.1250,34550,56448
1749490366.3700,33866,56931
1749490366.6220,31674,56346
1749490366.8720,36186,56546
1749490367.1220,33058,56448
1749490367.3710,31912,56448
1749490367.6220,37137,56448
1749490367.8730,31579,56448
1749490368.1230,33342,59850
1749490368.3730,36028,62779
1749490368.6230,36052,62774
1749490368.8730,35872,63071
1749490369.1230,35934,62292
1749490369.3730,35939,62584
1749490369.6240,35980,63949
1749490369.8750,35923,63364
1749490370.1240,35869,61999
1749490370.3760,35987,62384
1749490370.6220,34193,56936
1749490370.8720,35070,56541
1749490371.1240,34691,61220
1749490371.3780,32118,56643
1749490371.6240,35770,56643
1749490371.8750,33518,56546
1749490372.1250,32478,56546
1749490372.3750,34954,56448
1749490372.6250,32769,56546
1749490372.8740,32630,56546
1749490373.1220,36038,56448
1749490373.3760,31914,56546
1749490373.6240,32885,56448
1749490373.8740,36051,61609
1749490374.1260,32040,56448
1749490374.3740,34440,56546
1749490374.6250,34476,57618
1749490374.8740,31839,56379
1749490375.1260,35589,56448
1749490375.3760,33462,56546
1749490375.6270,32749,56448
1749490375.8760,35101,56448
1749490376.1280,32099,56448
1749490376.3740,34077,56448
1749490376.6290,36686,63338
1749490376.8770,32776,56448
1749490377.1300,35246,56546
1749490377.3770,34153,58422
1749490377.6270,32399,56448
1749490377.8770,35886,56546
1749490378.1270,33094,56448
1749490378.3780,32555,56546
1749490378.6280,37148,56448
1749490378.8780,31678,56643
1749490379.1280,33854,56448
1749490379.3780,35789,61415
1749490379.6260,32111,56574
1749490379.8780,35056,56546
1749490380.1280,33458,56546
1749490380.3800,31676,56546
1749490380.6280,37036,56546
