time,PKG,GPU
1749483069.3290,0,10187
1749483069.5760,42500,9496
1749483069.8280,35215,9496
1749483070.0790,33549,9399
1749483070.3290,35180,9399
1749483070.5790,34728,9888
1749483070.8300,38854,10768
1749483071.0790,34014,51960
1749483071.3290,36024,52376
1749483071.5790,34424,52469
1749483071.8300,35085,52380
1749483072.0790,34758,55079
1749483072.3270,31842,52575
1749483072.5800,32635,53453
1749483072.8330,33382,52669
1749483073.0800,31863,52669
1749483073.3290,32651,57813
1749483073.5800,31533,52966
1749483073.8280,32113,52957
1749483074.0810,32749,52864
1749483074.3300,31320,52864
1749483074.5830,33279,54716
1749483074.8300,32213,52966
1749483075.0840,32099,52864
1749483075.3280,32473,54721
1749483075.5850,30812,52966
1749483075.8310,34043,56179
1749483076.0810,33023,53161
1749483076.3310,32364,53258
1749483076.5810,32877,53254
1749483076.8320,31526,53161
1749483077.0820,32834,53941
1749483077.3320,32007,53258
1749483077.5810,32204,53356
1749483077.8300,32476,56667
1749483078.0820,30641,53258
1749483078.3320,33013,54893
1749483078.5820,32973,53134
1749483078.8330,31460,53356
1749483079.0800,31680,53356
1749483079.3340,31699,53258
1749483079.5830,32583,53356
1749483079.8360,31717,53258
1749483080.0810,33322,57135
1749483080.3370,31462,53551
1749483080.5830,34710,58690
1749483080.8310,31551,53356
1749483081.0830,33571,58593
1749483081.3310,31405,53453
1749483081.5840,33969,55696
1749483081.8320,31720,53458
1749483082.0820,33619,57716
1749483082.3330,31104,53551
1749483082.5820,34718,57228
1749483082.8340,31420,53551
1749483083.0840,32755,53546
1749483083.3340,33501,53453
1749483083.5850,32069,54136
1749483083.8350,33028,59753
1749483084.0870,34426,59470
1749483084.3350,34474,59655
1749483084.5880,34506,58983
1749483084.8350,34588,59173
1749483085.0890,34596,59860
1749483085.3360,34558,59948
1749483085.5850,34500,58885
1749483085.8360,34523,60152
1749483086.0860,32889,53817
1749483086.3360,33306,53617
1749483086.5860,32954,53843
1749483086.8360,31678,53644
1749483087.0860,33816,56941
1749483087.3370,31352,53843
1749483087.5870,33002,53746
1749483087.8370,32630,53746
1749483088.0870,32524,53817
1749483088.3370,33725,55692
1749483088.5870,31360,53648
1749483088.8370,38264,53812
1749483089.0870,41014,53422
1749483089.3380,45809,53520
1749483089.5880,45824,53910
1749483089.8390,35907,53551
1749483090.0880,36478,56249
1749483090.3400,31783,53453
1749483090.5850,33671,53453
1749483090.8410,33009,53551
1749483091.0850,32289,53453
1749483091.3370,34087,59373
1749483091.5870,32044,53356
1749483091.8370,31927,53551
1749483092.0870,32473,53551
1749483092.3360,32576,53351
1749483092.5880,34674,58690
1749483092.8360,31765,53453
1749483093.0890,34465,53351
1749483093.3390,32130,53648
1749483093.5890,33128,53542
1749483093.8390,34228,58300
1749483094.0870,31349,53551
1749483094.3370,35203,53542
1749483094.5890,31713,53453
1749483094.8390,32589,53617
1749483095.0900,33537,54818
1749483095.3370,31477,53551
1749483095.5910,34086,53617
1749483095.8400,32437,53551
1749483096.0920,33471,53622
1749483096.3400,34067,56736
1749483096.5940,31874,53449
1749483096.8400,36026,53520
1749483097.0910,32177,53648
1749483097.3380,32919,53551
1749483097.5910,33389,53719
1749483097.8380,31759,53644
1749483098.0880,35560,55283
1749483098.3410,31647,53551
1749483098.5890,33551,53648
1749483098.8410,32925,53746
1749483099.0910,31363,53542
1749483099.3400,36008,55009
1749483099.5910,31821,53551
1749483099.8420,33757,53644
1749483100.0920,33321,53746
1749483100.3420,32388,53542
1749483100.5900,35411,58105
1749483100.8430,31912,53746
1749483101.0920,33879,53542
1749483101.3440,34753,53648
1749483101.5900,31445,53644
1749483101.8400,35023,55864
1749483102.0930,31813,53843
1749483102.3460,34892,60045
1749483102.5930,35691,60347
1749483102.8430,35984,59957
1749483103.0930,35751,59373
1749483103.3430,35936,59753
1749483103.5930,35775,60830
1749483103.8440,35760,60440
1749483104.0940,35798,59655
1749483104.3440,35837,60143
1749483104.5940,35865,60055
1749483104.8430,33001,53843
1749483105.0940,35288,58491
1749483105.3440,31891,53741
1749483105.5940,34462,53839
1749483105.8440,33430,53746
1749483106.0940,32853,53910
1749483106.3450,35215,58983
1749483106.5960,32760,53941
1749483106.8450,34431,53741
1749483107.0970,32620,53936
1749483107.3450,32860,53839
1749483107.5990,35583,59275
1749483107.8460,32179,53746
1749483108.0950,34891,53839
1749483108.3460,32754,53746
1749483108.5960,32808,53715
1749483108.8460,35073,58788
1749483109.0960,32921,53746
1749483109.3460,33715,53839
1749483109.5960,33143,54034
1749483109.8450,32649,53715
1749483110.0960,35450,57131
1749483110.3470,31717,53941
1749483110.5970,34109,53910
1749483110.8480,33115,54038
1749483111.0970,32145,53941
1749483111.3490,35629,53843
1749483111.5970,30816,54038
1749483111.8450,32713,53839
1749483112.0970,34531,59373
1749483112.3450,31911,53843
1749483112.5950,34792,53812
1749483112.8480,32996,53941
1749483113.0960,32807,53941
1749483113.3460,34904,59758
1749483113.5980,32042,53941
1749483113.8470,33846,53812
1749483114.1000,32463,54038
1749483114.3460,31904,53936
1749483114.6030,35114,56249
1749483114.8480,32070,53941
1749483115.0990,34821,53936
1749483115.3500,33899,54038
1749483115.5990,33132,54034
1749483115.8490,35605,55301
1749483116.1010,31890,53936
1749483116.3490,34822,54007
1749483116.5990,33866,54521
1749483116.8530,32611,54007
1749483117.1000,36252,53910
1749483117.3500,32351,54038
1749483117.6020,34230,54034
1749483117.8500,34997,59178
1749483118.1000,32175,54038
1749483118.3530,36338,54131
1749483118.6000,32468,54136
1749483118.8510,33980,54131
1749483119.1020,34918,56959
1749483119.3510,32433,54131
1749483119.6010,34846,54012
1749483119.8510,33696,54038
1749483120.1010,33591,54007
1749483120.3550,35545,59470
1749483120.6010,31977,54136
1749483120.8520,35953,54038
1749483121.1020,32601,54233
1749483121.3510,31865,60537
1749483121.6020,35846,59470
1749483121.8520,35931,59568
1749483122.1020,35955,60922
1749483122.3520,35729,59850
1749483122.6020,36010,59850
1749483122.8530,35940,61020
1749483123.1030,36009,60347
1749483123.3530,35964,60152
1749483123.6030,35849,60337
1749483123.8520,33973,54424
1749483124.1030,35513,54397
1749483124.3530,33088,54424
1749483124.6030,32760,54229
1749483124.8540,35752,58978
1749483125.1040,31860,54229
1749483125.3540,34134,54229
1749483125.6040,34646,55957
1749483125.8540,32406,54202
1749483126.1050,37088,54300
1749483126.3540,32812,54207
1749483126.6060,34330,54326
1749483126.8550,35391,60050
1749483127.1070,32069,54326
1749483127.3550,35368,54300
1749483127.6080,33659,54428
1749483127.8550,32645,54229
1749483128.1090,36615,54202
1749483128.3540,31775,54233
1749483128.6030,32507,54229
1749483128.8560,34877,58788
1749483129.1060,32096,54424
1749483129.3560,32612,54300
1749483129.6050,33603,54716
1749483129.8540,32068,54300
1749483130.1030,35646,54300
1749483130.3560,31880,54326
1749483130.6040,33714,54326
1749483130.8560,34713,54814
1749483131.1070,32907,54326
1749483131.3550,35578,54233
1749483131.6070,30947,54326
1749483131.8550,32579,54326
1749483132.1050,35126,59270
1749483132.3570,31863,54326
1749483132.6050,34147,54397
1749483132.8580,33665,54716
1749483133.1070,31495,54331
1749483133.3580,35483,54397
1749483133.6080,32650,54428
1749483133.8590,33744,54397
1749483134.1060,34474,59568
1749483134.3610,32207,54521
1749483134.6080,34844,54402
1749483134.8620,33352,54402
1749483135.1080,32318,54397
1749483135.3630,36726,54326
1749483135.6080,31956,54495
1749483135.8580,33479,54397
1749483136.1090,34863,58788
1749483136.3580,32148,54331
1749483136.6090,35100,54300
1749483136.8590,33628,54424
1749483137.1070,31649,54326
1749483137.3590,35826,54397
1749483137.6090,32348,54619
1749483137.8600,33173,54397
1749483138.1100,34426,57716
1749483138.3600,31832,54428
1749483138.6100,35347,54397
1749483138.8600,33680,54521
1749483139.1110,33434,54495
1749483139.3590,34694,60640
1749483139.6120,32080,54424
1749483139.8600,33885,54300
1749483140.1130,34169,55501
1749483140.3610,31721,54526
1749483140.6150,35257,54397
1749483140.8610,33127,54424
1749483141.1110,32798,62292
1749483141.3620,35914,61415
1749483141.6120,35841,60727
1749483141.8620,35925,60152
1749483142.1120,35933,61025
1749483142.3620,35823,61030
1749483142.6120,35882,60250
1749483142.8620,35799,60922
1749483143.1120,35939,62292
1749483143.3620,35935,60830
1749483143.6130,34306,55567
1749483143.8630,34533,54689
1749483144.1130,33593,55501
1749483144.3640,32026,54721
1749483144.6110,35470,54592
1749483144.8650,32934,54689
1749483145.1130,32616,54716
1749483145.3660,35902,58593
1749483145.6130,32029,54619
1749483145.8670,33529,54597
1749483146.1130,33364,60445
1749483146.3630,32254,54526
1749483146.6120,34622,54592
1749483146.8640,34006,54689
1749483147.1120,31617,54521
1749483147.3640,35957,54592
1749483147.6150,32538,54521
1749483147.8620,33388,54689
1749483148.1160,35701,59178
1749483148.3650,32188,54424
1749483148.6120,34144,54619
1749483148.8650,34465,59957
1749483149.1150,32419,54499
1749483149.3620,33984,54716
1749483149.6140,34836,55957
1749483149.8650,32107,54721
1749483150.1160,35794,54592
1749483150.3660,33775,54623
1749483150.6160,31708,54689
1749483150.8660,36138,54689
1749483151.1180,32919,54689
1749483151.3630,31782,54619
1749483151.6140,36198,54716
1749483151.8660,32158,54814
1749483152.1140,32534,54495
1749483152.3640,35618,54619
1749483152.6160,32612,54623
1749483152.8650,32516,54689
1749483153.1170,34913,59373
1749483153.3670,31762,54689
1749483153.6170,33926,54787
1749483153.8670,34146,56936
1749483154.1170,32379,54716
1749483154.3670,35068,54592
1749483154.6170,33789,54592
1749483154.8670,32402,54623
1749483155.1180,36091,54689
1749483155.3680,33526,54814
1749483155.6160,32761,54689
1749483155.8660,36491,54689
1749483156.1180,32169,54716
1749483156.3680,33623,54689
1749483156.6160,35097,60830
1749483156.8690,32101,54716
1749483157.1180,34309,54787
1749483157.3700,34717,60250
1749483157.6190,32499,54716
1749483157.8700,34344,54689
1749483158.1180,34618,56838
1749483158.3710,32401,54818
1749483158.6190,34781,54787
1749483158.8720,33254,54716
1749483159.1190,32222,54787
1749483159.3730,36053,54689
1749483159.6200,32771,54716
1749483159.8690,32132,54787
1749483160.1170,36369,54787
1749483160.3700,31957,54721
1749483160.6180,33143,54814
1749483160.8680,35399,56346
1749483161.1200,32378,54623
1749483161.3680,33485,54716
1749483161.6190,34799,59977
1749483161.8700,32175,54911
1749483162.1210,33625,61420
1749483162.3710,35973,60927
