time,PKG,GPU
1749563997.1690,0,8231
1749563997.4140,43888,8128
1749563997.6660,36538,8421
1749563997.9160,36936,7931
1749563998.1670,37021,8422
1749563998.4160,36368,8225
1749563998.6680,43984,8622
1749563998.9170,24516,8035
1749563999.1670,20961,8230
1749563999.4170,21498,7937
1749563999.6680,24057,8325
1749563999.9150,25349,8132
1749564000.1680,19641,7937
1749564000.4170,21130,8035
1749564000.6660,24272,8134
1749564000.9160,20218,7937
1749564001.1650,23450,8426
1749564001.4170,23451,8035
1749564001.6680,23266,8036
1749564001.9180,26044,8031
1749564002.1680,24900,8231
1749564002.4180,26412,8231
1749564002.6680,26497,8231
1749564002.9170,23554,7938
1749564003.1690,22722,8035
1749564003.4190,23109,8329
1749564003.6690,24979,7938
1749564003.9190,27270,8230
1749564004.1690,28236,8228
1749564004.4190,29312,8325
1749564004.6690,29106,8231
1749564004.9190,28244,8035
1749564005.1690,29766,8231
1749564005.4190,29850,8035
1749564005.6700,30242,8426
1749564005.9200,30335,8227
1749564006.1700,30819,8132
1749564006.4200,30595,8231
1749564006.6700,30227,8035
1749564006.9200,29770,7934
1749564007.1710,30625,8230
1749564007.4190,30346,8132
1749564007.6710,28518,7934
1749564007.9200,28008,8324
1749564008.1710,31293,8130
1749564008.4200,30211,8032
1749564008.6690,30393,8132
1749564008.9210,29882,8132
1749564009.1710,29692,8227
1749564009.4210,30003,8129
1749564009.6710,30298,7938
1749564009.9210,28780,7835
1749564010.1710,29487,8326
1749564010.4220,30083,8128
1749564010.6720,31732,7938
1749564010.9220,31767,8035
1749564011.1720,30350,8132
1749564011.4220,32161,7937
1749564011.6720,30664,8132
1749564011.9220,32126,8035
1749564012.1720,31316,8225
1749564012.4220,32056,8132
1749564012.6730,30878,7931
1749564012.9220,31203,8032
1749564013.1730,26904,8423
1749564013.4230,31168,8132
1749564013.6730,32054,7931
1749564013.9230,30693,8128
1749564014.1730,28346,8324
1749564014.4210,31304,8130
1749564014.6720,29997,8035
1749564014.9230,31093,8132
1749564015.1730,32026,8228
1749564015.4240,31754,8324
1749564015.6710,32015,7840
1749564015.9220,31393,8231
1749564016.1740,32443,8029
1749564016.4240,30943,8230
1749564016.6740,31092,7931
1749564016.9240,32162,8128
1749564017.1740,33272,7933
1749564017.4220,32729,8228
1749564017.6740,28700,8035
1749564017.9250,31153,8029
1749564018.1750,31930,7933
1749564018.4220,32863,8231
1749564018.6750,31231,7933
1749564018.9220,32851,7938
1749564019.1750,30777,8032
1749564019.4230,32390,8325
1749564019.6750,30743,8029
1749564019.9230,32510,7937
1749564020.1760,32234,7934
1749564020.4230,33355,8032
1749564020.6760,30708,7933
1749564020.9260,30379,7742
1749564021.1760,31710,8032
1749564021.4260,33270,8324
1749564021.6760,32915,8029
1749564021.9260,32090,8029
1749564022.1760,32656,8035
1749564022.4250,32661,8230
1749564022.6750,32240,8035
1749564022.9240,31927,8031
1749564023.1770,32524,8029
1749564023.4270,33561,8324
1749564023.6770,32775,7933
1749564023.9270,32461,7737
1749564024.1760,32412,8035
1749564024.4250,32612,8329
1749564024.6770,33142,7934
1749564024.9280,30970,8029
1749564025.1760,33502,8132
1749564025.4270,33043,8128
1749564025.6780,32667,8031
1749564025.9270,32401,8035
1749564026.1780,34176,8128
1749564026.4280,33383,8323
1749564026.6780,32722,7931
1749564026.9280,33260,8035
1749564027.1760,33630,8423
1749564027.4290,30508,8521
1749564027.6790,32615,8032
1749564027.9270,33564,8035
1749564028.1790,33659,8029
1749564028.4290,32146,8519
1749564028.6770,33655,8230
1749564028.9280,33206,7837
1749564029.1790,31222,8036
1749564029.4300,32615,8811
1749564029.6800,31948,7933
1749564029.9270,33635,8036
1749564030.1800,29546,8031
1749564030.4290,34375,8128
1749564030.6800,32194,8129
1749564030.9290,33622,8035
1749564031.1790,29945,8132
1749564031.4310,33743,8225
1749564031.6800,33237,8427
1749564031.9310,34207,8032
1749564032.1810,31960,8132
1749564032.4310,33547,8128
1749564032.6810,33853,8032
1749564032.9310,35050,8031
1749564033.1810,33490,8225
1749564033.4320,34598,8029
1749564033.6810,33332,8225
1749564033.9320,33513,8128
1749564034.1820,33394,8130
1749564034.4290,35014,8032
1749564034.6820,32496,8227
1749564034.9320,33470,7933
1749564035.1800,33281,7937
1749564035.4320,32711,8130
1749564035.6820,35001,7737
1749564035.9320,33662,8032
1749564036.1830,33917,8128
1749564036.4310,33893,7938
1749564036.6830,33038,8029
1749564036.9330,34986,8029
1749564037.1830,32427,7937
1749564037.4330,33123,8324
1749564037.6800,34396,8031
1749564037.9310,32511,7937
1749564038.1830,33876,8031
1749564038.4310,34289,8423
1749564038.6830,33069,7934
1749564038.9340,34884,8128
1749564039.1840,33176,8036
1749564039.4340,33505,8325
1749564039.6840,32945,8029
1749564039.9340,34541,7938
1749564040.1840,32437,8035
1749564040.4340,33741,8424
1749564040.6850,33810,8029
1749564040.9350,34347,7938
1749564041.1850,32423,7937
1749564041.4350,33188,8228
1749564041.6850,33760,8029
1749564041.9350,33572,8225
1749564042.1850,33336,7938
1749564042.4360,32441,8231
1749564042.6860,33261,7931
1749564042.9360,34419,7933
1749564043.1850,33931,7934
1749564043.4350,32951,8423
1749564043.6860,34024,7934
1749564043.9360,34520,7931
1749564044.1840,35080,8230
1749564044.4360,33033,8524
1749564044.6860,33829,8032
1749564044.9370,34068,8128
1749564045.1870,33212,7835
1749564045.4380,34795,8617
1749564045.6860,32857,8036
1749564045.9370,33715,7933
1749564046.1870,34936,8029
1749564046.4370,33925,8225
1749564046.6850,33546,8035
1749564046.9370,29375,8029
1749564047.1880,33152,7737
1749564047.4350,34185,8231
1749564047.6850,32497,7938
1749564047.9350,31626,7938
1749564048.1870,33888,8036
1749564048.4380,34176,8035
1749564048.6880,34264,8029
1749564048.9380,33700,7933
1749564049.1870,35004,7938
1749564049.4380,33650,8132
1749564049.6880,33067,7934
1749564049.9390,33494,7931
1749564050.1890,34893,7835
1749564050.4390,33835,8128
1749564050.6890,35081,8128
1749564050.9380,34752,8128
1749564051.1890,31623,7933
1749564051.4390,34777,8031
1749564051.6870,34085,8035
1749564051.9380,32699,7938
1749564052.1900,34177,8128
1749564052.4400,33635,8228
1749564052.6900,32884,7933
1749564052.9400,34017,8029
1749564053.1900,33683,8129
1749564053.4400,34063,8225
1749564053.6900,34030,8128
1749564053.9400,34517,8029
1749564054.1910,34431,7931
1749564054.4410,34597,8225
1749564054.6910,34188,7835
1749564054.9410,34849,7933
