### Run 0
1751358106.3980,27502,15951
1751358106.6330,32354,15852
1751358106.8850,15833,15755
1751358107.1350,15437,15853
1751358107.3850,16565,15755
1751358107.6350,14511,15755
1751358107.8860,14820,15853
1751358108.1360,15485,15853
1751358108.3850,15759,15755
1751358108.6340,21483,15950
1751358108.8860,18328,15853
1751358109.1350,15511,15755
1751358109.3840,18355,15853
1751358109.6350,28584,15749
1751358109.8850,33626,15749
1751358110.1380,34366,15942
1751358110.3870,34607,15755
1751358110.6360,18837,54862
1751358110.8860,15787,52944
1751358111.1360,18071,53037
1751358111.3870,17792,53143
1751358111.6370,15782,53338
1751358111.8860,19410,53325
1751358112.1360,32195,53228
1751358112.3860,25599,53422
1751358112.6370,32462,53520
1751358112.8870,28142,54012
1751358113.1380,15122,53622
1751358113.3870,16511,56936
1751358113.6390,31050,57984
1751358113.8860,34697,57126
1751358114.1400,35250,58657
1751358114.3870,35943,59441
1751358114.6410,35963,60313
1751358114.8870,35986,59538
1751358115.1370,35943,59923
1751358115.3870,35983,59441
1751358115.6380,36071,55637
1751358115.8880,36292,57390
1751358116.1380,34298,59046
1751358116.3880,35881,59533
1751358116.6380,36132,55641
1751358116.8880,36018,57507
1751358117.1390,36000,58754
1751358117.3890,35865,59636
1751358117.6390,35999,60342
1751358117.8890,36000,61194
1751358118.1390,36006,59923
1751358118.3890,35870,60707
1751358118.6400,35290,59733
1751358118.8900,33793,59241
1751358119.1400,33310,60210
1751358119.3900,33815,59928
1751358119.6400,28115,54202
1751358119.8910,23840,63578
1751358120.1400,33262,65644
1751358120.3920,36138,83979
1751358120.6410,36210,83569
1751358120.8910,36188,90842
1751358121.1400,36210,89712
1751358121.3910,36246,93273
1751358121.6410,36274,93370
1751358121.8910,36243,90827
1751358122.1410,36123,89488
1751358122.3920,36302,91268
1751358122.6420,36280,95436
1751358122.8920,36337,94934
1751358123.1420,36167,92428
1751358123.3920,36226,89981
1751358123.6420,36270,93670
1751358123.9050,36324,91463
1751358124.1420,36333,88710
1751358124.3950,36266,92712
1751358124.6430,36236,89420
1751358124.8960,36371,88252
1751358125.1430,36353,90415
1751358125.3930,36339,89869
1751358125.6430,36476,95988
1751358125.8930,36396,90849
1751358126.1420,35829,75868
1751358126.3940,28141,72935
1751358126.6440,34085,84020
1751358126.8940,34450,84493
1751358127.1440,33346,83902
1751358127.3940,34520,78867
1751358127.6420,34886,74213
1751358127.8920,33001,73823
1751358128.1440,33449,77608
1751358128.3940,33515,83241
1751358128.6450,33813,82623
1751358128.8950,34377,60118
1751358129.1470,30563,61989
1751358129.3950,33194,61379
1751358129.6450,33906,57395
1751358129.8940,34019,56643
1751358130.1440,33900,56351
1751358130.3980,33827,61097
1751358130.6460,33951,61097
1751358130.8960,32210,61194
1751358131.1460,33470,62461
1751358131.3960,33207,62164
1751358131.6480,33171,61292
1751358131.8970,33601,62553
1751358132.1490,34253,60902
1751358132.3960,34185,63138
1751358132.6500,33059,61292
1751358132.8970,32928,60902
1751358133.1510,35542,71463
1751358133.3970,36128,82936
1751358133.6470,36083,89510
1751358133.8980,36203,86041
1751358134.1480,36165,89660
1751358134.3980,36198,92167
1751358134.6480,36241,90602
1751358134.8980,36295,90026
1751358135.1480,36303,88216
1751358135.3980,36211,87917
1751358135.6490,36231,89884
1751358135.8990,36143,91673
1751358136.1490,36218,87910
1751358136.3990,36338,90655
1751358136.6490,36377,96458
1751358136.8990,36057,94860
1751358137.1490,36047,94911
1751358137.4000,36230,90065
1751358137.6490,36344,89794
1751358137.9010,36276,89712
1751358138.1500,35997,91545
1751358138.4020,36462,91021
1751358138.6500,36525,90415
1751358138.9030,36436,90722
1751358139.1500,36308,89502
1751358139.3980,33595,74200
1751358139.6500,33168,84959
1751358139.9050,34406,84569
1751358140.1510,33778,84639
1751358140.4010,34143,81398
1751358140.6510,33635,77699
1751358140.9010,34913,74298
1751358141.1520,34652,84764
1751358141.4020,35324,82721
1751358141.6520,35212,75168
1751358141.9020,35320,83499
1751358142.1520,35485,86029
1751358142.4020,35501,84959
1751358142.6520,35823,85640
1751358142.9020,35508,84861
1751358143.1530,35480,83791
1751358143.4030,35748,75752
1751358143.6530,35387,82637
1751358143.9030,35548,85355
1751358144.1530,35299,83888
1751358144.4030,34245,84389
1751358144.6540,33979,86022
1751358144.9040,35311,84764
1751358145.1550,35457,84569
1751358145.4040,35345,80489
1751358145.6560,34874,94918
1751358145.9040,36882,89488
1751358146.1570,36758,90266
1751358146.4040,37036,89712
1751358146.6570,36879,94510
1751358146.9050,36834,88627
1751358147.1580,37006,91089
1751358147.4050,36897,90722
1751358147.6550,37059,90857
1751358147.9050,37010,89091
1751358148.1550,36921,90176
1751358148.4050,36808,89712
1751358148.6560,36923,92039
1751358148.9060,36857,88816
1751358149.1560,36901,95891
1751358149.4060,36939,94708
1751358149.6560,36724,92541
1751358149.9060,36945,90857
1751358150.1570,36975,89921
1751358150.4070,36965,93782
1751358150.6570,36162,90243
1751358150.9070,36001,88928
1751358151.1570,36083,93004
1751358151.4070,36170,92016
1751358151.6570,36148,91021
1751358151.9080,34924,74785
1751358152.1580,34481,84847
1751358152.4080,35167,87377
1751358152.6580,34330,84555
1751358152.9090,35090,85077
1751358153.1580,35048,85348
1751358153.4100,35187,86418
1751358153.6590,35532,85431
1751358153.9110,35044,85535
1751358154.1590,35026,77699
1751358154.4120,34960,81106
1751358154.6590,35097,84569
1751358154.9090,35643,84847
1751358155.1600,36048,88649
1751358155.4100,35613,85661
1751358155.6600,35149,85820
1751358155.9100,35069,84375
1751358156.1610,31594,84389
1751358156.4100,34795,76920
1751358156.6610,34376,74894
1751358156.9080,31005,75369
1751358157.1610,33775,74992
1751358157.4110,32137,75077
1751358157.6610,34671,74785
1751358157.9110,34445,86216
1751358158.1610,35048,79549
1751358158.4090,32439,95070
1751358158.6620,36159,91964
1751358158.9110,36106,100695
1751358159.1630,36078,91709
1751358159.4120,35852,92569
1751358159.6640,36104,90140
1751358159.9120,36128,92405
1751358160.1650,36059,94051
1751358160.4120,36152,92308
1751358160.6620,36161,90505
1751358160.9130,36089,93498
1751358161.1630,36250,90647
1751358161.4130,36185,91133
1751358161.6630,36192,92653
1751358161.9130,36178,94082
1751358162.1630,36017,90191
1751358162.4130,36138,91066
1751358162.6640,36178,90295
1751358162.9140,36268,98265
1751358163.1640,36228,94755
1751358163.4140,36080,92427
