
time,best_of_gen,average,gen
1749563664.284848,-1100,-2017.0,1
1749563664.3346753,-1100,-1800.0,2
1749563664.3802764,-1000,-1622.0,3
1749563664.4309413,-800,-1437.0,4
1749563664.4835148,-800,-1331.0,5
1749563664.5340488,-800,-1273.0,6
1749563664.5818212,-700,-1211.0,7
1749563664.6343546,-700,-1113.0,8
1749563664.6811194,-500,-1007.0,9
1749563664.734491,-400,-956.0,10
1749563664.7849073,-300,-930.0,11
1749563664.8329203,-300,-833.0,12
1749563664.8845325,-300,-783.0,13
1749563664.9356132,-300,-676.0,14
1749563664.9842327,-300,-602.0,15
1749563665.0393078,-200,-597.0,16
1749563665.0869598,-200,-528.0,17
1749563665.1369026,-200,-503.0,18
1749563665.189233,-200,-532.0,19
1749563665.297363,-100,-466.0,20
1749563665.3518202,-100,-454.0,21
1749563665.3976674,-100,-454.0,22
1749563665.4426367,-100,-468.0,23
1749563665.4912548,-100,-469.0,24
1749563665.5402706,-100,-469.0,25
1749563665.5917592,0.3234836410256411,-464.9967651635897,26
1749563665.6398191,0.30923606666666664,-436.99690763933336,27
1749563665.690061,0.31599294915254234,-397.98756298850844,28
1749563665.7404122,0.34831106194690264,-408.9718005562175,29
1749563665.7928884,0.3483885486725664,-342.9467306495786,30
1749563665.8425205,0.3483885486725664,-325.9053362068972,31
1749563665.8943841,0.3483885486725664,-356.8914559270295,32
1749563665.9435127,0.3470842123893806,-306.8837345737093,33
1749563665.989861,0.3483885486725664,-255.81905220094941,34
1749563666.0420666,0.35311092857142856,-265.84112496631127,35
1749563666.0910742,0.35318124999999995,-281.818733867168,36
1749563666.1399465,0.35318124999999995,-318.8204583083047,37
1749563666.1904,0.35318124999999995,-268.8082534953119,38
1749563666.2417345,0.35318124999999995,-299.8346794967525,39
1749563666.291237,0.35318124999999995,-287.8094611469975,40
1749563666.3401484,0.35318124999999995,-256.809282125,41
1749563666.3919582,0.35318124999999995,-323.8305038155088,42
1749563666.4470642,0.3559444504504504,-352.84460767457574,43
1749563666.4940674,0.3581182342342343,-289.82683655364866,44
