
time,best_of_gen,average,gen
1749563340.7461236,-1100,-2017.0,1
1749563340.8001006,-1100,-1800.0,2
1749563340.8497941,-1000,-1622.0,3
1749563340.8979418,-800,-1437.0,4
1749563340.9494483,-800,-1331.0,5
1749563341.005653,-800,-1273.0,6
1749563341.053481,-700,-1211.0,7
1749563341.1007469,-700,-1113.0,8
1749563341.1517527,-500,-1007.0,9
1749563341.2003536,-400,-956.0,10
1749563341.2540734,-300,-930.0,11
1749563341.3021622,-300,-833.0,12
1749563341.3654618,-300,-783.0,13
1749563341.4136622,-300,-676.0,14
1749563341.4584827,-300,-602.0,15
1749563341.5044184,-200,-597.0,16
1749563341.5531735,-200,-528.0,17
1749563341.607,-200,-503.0,18
1749563341.657374,-200,-532.0,19
1749563341.7751415,-100,-466.0,20
1749563341.8240073,-100,-454.0,21
1749563341.875576,-100,-454.0,22
1749563341.9230568,-100,-468.0,23
1749563341.9759638,-100,-469.0,24
1749563342.0268002,-100,-469.0,25
1749563342.0804863,0.3234836410256411,-464.9967651635897,26
1749563342.1273212,0.30923606666666664,-436.99690763933336,27
1749563342.1770718,0.31599294915254234,-397.98756298850844,28
1749563342.2290523,0.34831106194690264,-408.9718005562175,29
1749563342.2791276,0.3483885486725664,-342.9467306495786,30
1749563342.3298364,0.3483885486725664,-325.9053362068972,31
1749563342.381841,0.3483885486725664,-356.8914559270295,32
1749563342.431373,0.3470842123893806,-306.8837345737093,33
1749563342.47357,0.3483885486725664,-255.81905220094941,34
1749563342.522222,0.35311092857142856,-265.84112496631127,35
1749563342.5670521,0.35318124999999995,-281.818733867168,36
1749563342.6149511,0.35318124999999995,-318.8204583083047,37
1749563342.662037,0.35318124999999995,-268.8082534953119,38
1749563342.7109923,0.35318124999999995,-299.8346794967525,39
1749563342.7580643,0.35318124999999995,-287.8094611469975,40
1749563342.8030937,0.35318124999999995,-256.809282125,41
1749563342.851795,0.35318124999999995,-323.8305038155088,42
1749563342.9036472,0.3559444504504504,-352.84460767457574,43
1749563342.949706,0.3581182342342343,-289.82683655364866,44
1749563342.9956238,0.3581182342342343,-236.80911984914252,45
1749563343.0445778,0.3581182342342343,-326.8302552660457,46
1749563343.0930696,0.3581182342342343,-300.8265973354091,47
1749563343.1416028,0.35895679279279286,-266.81509090942126,48
1749563343.1927404,0.35895679279279286,-279.82858289755103,49
1749563343.2468476,0.3607878738738739,-338.8531502617342,50
1749563343.2994568,0.37228776146788983,-341.8565668712224,51
1749563343.347512,0.37920174074074076,-392.8492844584639,52
1749563343.4039547,0.37920174074074076,-357.84027543390994,53
1749563343.454633,0.37920174074074076,-289.7992574625955,54
1749563343.507437,0.3828265925925926,-369.8336731964149,55
1749563343.558157,0.3828265925925926,-359.8242451678156,56
1749563343.6082785,0.3828265925925926,-286.81134503579034,57
1749563343.658665,0.39654335849056604,-334.8218861048016,58
1749563343.7095196,0.39654335849056604,-345.81663109571787,59
1749563343.7601259,0.397232,-291.79663880213866,60
1749563343.8145394,0.400609619047619,-359.8360212378441,61
1749563343.8678596,0.4050689333333333,-295.7945311141137,62
1749563343.9225442,0.4056415238095238,-386.81286019755794,63
1749563343.9785144,0.4056415238095238,-393.8367178534027,64
1749563344.0328367,0.4056415238095238,-303.7920909598037,65
1749563344.086785,0.40978519230769234,-421.8549029189287,66
1749563344.14094,0.40978519230769234,-336.81766843626497,67
1749563344.192319,0.4229233333333333,-315.7883728373593,68
1749563344.2444818,0.4229233333333333,-339.80767797289633,69
1749563344.2897482,0.4236389803921568,-279.7823635261924,70
1749563344.3404052,0.4236389803921568,-336.79250292649937,71
1749563344.3892336,0.4236389803921568,-340.7857093024094,72
1749563344.4412086,0.4236389803921568,-343.79270416783555,73
1749563344.4952834,0.4236389803921568,-344.79687433274506,74
1749563344.54955,0.4236389803921568,-389.8178781772549,75
1749563344.6029418,0.4236389803921568,-378.7968284022409,76
1749563344.6565638,0.4236389803921568,-306.8051332254902,77
1749563344.7062643,0.4280764752475248,-323.775583283792,78
1749563344.7581217,0.4280764752475248,-324.7712800546336,79
1749563344.8129854,0.4280764752475248,-362.79228377476215,80
1749563344.8666663,0.4280764752475248,-369.7794414805048,81
1749563344.922322,0.4280764752475248,-366.81743586389433,82
1749563344.975726,0.4280764752475248,-318.76173823651743,83
1749563345.0358348,0.4280764752475248,-379.83340517424193,84
1749563345.0942402,0.4280764752475248,-356.79893718147935,85
1749563345.1483498,0.4280764752475248,-340.78168099762377,86
1749563345.1991224,0.4280764752475248,-277.76038751744886,87
1749563345.2573586,0.4280764752475248,-390.828769409901,88
1749563345.3203907,0.4280764752475248,-453.8116912419181,89
1749563345.3863347,0.4280764752475248,-497.8631004507315,90
1749563345.4409964,0.4280764752475248,-354.79465548119015,91
1749563345.498756,0.4280764752475248,-316.81592711564355,92
1749563345.5570302,0.4280764752475248,-373.79881483207924,93
1749563345.6123576,0.4280764752475248,-372.7988040566337,94
1749563345.6715455,0.4280764752475248,-428.83733093940594,95
1749563345.7237916,0.4280764752475248,-353.7774017138614,96
1749563345.7797344,0.4280764752475248,-344.7861797396287,97
1749563345.8416579,0.4280764752475248,-390.816179022203,98
1749563345.9025726,0.4280764752475248,-417.828769409901,99
1749563345.9555433,0.4280764752475248,-302.7988040566337,100
1749563346.0130205,0.4280764752475248,-394.80308482138616,101
1749563346.072693,0.4280764752475248,-313.7902425271287,102
1749563346.1262178,0.4280764752475248,-323.76027717386137,103
1749563346.182821,0.4284108910891089,-342.7775648953884,104
1749563346.2371037,0.4284108910891089,-309.76882532673267,105
1749563346.2952363,0.4284108910891089,-390.80336035949745,106
1749563346.354592,0.428446297029703,-349.7859739616056,107
1749563346.414385,0.43322732,-311.7902189032292,108
1749563346.473066,0.43322732,-371.7946149330902,109
1749563346.533345,0.43322732,-366.81970195823305,110
1749563346.592255,0.4333478,-353.8110743834493,111
1749563346.6475408,0.43942686868686864,-314.79728147479835,112
1749563346.7080405,0.43942686868686864,-389.80525557442263,113
1749563346.7629943,0.43942686868686864,-312.7655246580606,114
1749563346.8159227,0.43942686868686864,-233.73482241039997,115
1749563346.8752084,0.43942686868686864,-362.79561354608484,116
1749563346.93318,0.43942686868686864,-343.799361484493,117
1749563346.9898021,0.43942686868686864,-315.7718782440323,118
1749563347.0475287,0.43942686868686864,-305.76728621994744,119
1749563347.109979,0.43942686868686864,-425.8154407151515,120
