gen,time,PKG,GPU,seconds_passed,best_of_gen,average,PKG_std,GPU_std
1.0,2025-05-08 16:02:59.293971456,23.16259857142857,0.39283714285714283,0.7469714370285715,-1100.0,-2017.0,13.39681756099453,0.7279989745612181
5.0,2025-05-08 15:23:10.536999936,40.21439,-0.005340000000000136,1.746000052,-800.0,-1331.0,0.0,0.0
6.0,2025-05-08 16:16:16.328999936,43.78872333333334,1.3708266666666666,1.7469999793333333,-800.0,-1273.0,5.004507258045826,1.9562743502211886
7.0,2025-05-08 16:03:01.944999936,51.179140000000004,0.04415999999999986,1.746999979,-700.0,-1211.0,0.0,0.0
10.0,2025-05-08 15:03:25.840000000,44.33797,2.223805,1.995500088,-400.0,-956.0,0.48896433919049354,3.161120865294461
12.0,2025-05-08 16:42:46.345999872,53.73847,0.5503049999999998,1.996999979,-300.0,-833.0,0.0,0.0
13.0,2025-05-08 16:42:42.345499904,50.13347,0.03705499999999984,1.996999979,-300.0,-783.0,8.477503199645522,0.035708892449920655
15.0,2025-05-08 15:03:26.089499904,47.1823,2.803825,2.2450000049999996,-300.0,-602.0,0.22061731573020868,3.9557321106528436
18.0,2025-05-08 17:22:22.747000064,48.1388,-0.01880000000000018,2.247999907,-200.0,-503.0,0.0,0.0
19.0,2025-05-08 16:42:46.596999936,58.41455,0.5196999999999998,2.247999907,-200.0,-532.0,0.0,0.0
20.0,2025-05-08 15:23:21.918499840,55.501715000000004,3.4728974999999997,2.3704999685,-100.0,-466.0,8.418933544959842,4.7283487995824185
21.0,2025-05-08 15:23:11.286000128,51.303380000000004,0.024844999999999805,2.495000124,-100.0,-454.0,0.0,0.0
24.0,2025-05-08 16:12:58.547000064,58.53915000000001,2.09900625,2.56100004925,-100.0,-469.0,7.195189412605253,3.4151557908348655
25.0,2025-05-08 15:23:11.538000128,55.67371000000001,-0.00651000000000021,2.747000218,-100.0,-469.0,0.0,0.0
28.0,2025-05-08 17:22:23.244999936,57.115460000000006,0.040239999999999776,2.745999814,0.3159929491525423,-397.9875629885085,0.0,0.0
29.0,2025-05-08 15:43:14.496000000,61.545125,4.3146875,2.8724999430000002,0.3483110619469026,-408.9718005562175,8.442621622129591,4.625111209529183
30.0,2025-05-08 15:43:07.366500096,65.41550000000001,0.05231249999999978,2.8720000985,0.3483885486725664,-342.9467306495786,8.165258987209173,0.09182135107097913
34.0,2025-05-08 16:16:17.662666752,64.49948333333333,3.078933333333333,3.080666621666667,0.3483885486725664,-255.8190522009494,6.633023158382107,4.330401030304045
36.0,2025-05-08 15:43:07.616499968,70.27633000000002,0.07070749999999977,3.1220000985,0.3531812499999999,-281.818733867168,8.400018438563103,0.12646958334911998
38.0,2025-05-08 14:43:42.395000064,61.83194999999999,8.379925,3.496999979,0.3531812499999999,-268.8082534953119,0.0,0.0
39.0,2025-05-08 17:22:23.747000064,66.20837,0.07552999999999975,3.247999907,0.3531812499999999,-299.8346794967525,0.0,0.0
41.0,2025-05-08 16:22:55.520500224,78.909495,0.6414049999999998,3.2470000985,0.3531812499999999,-256.809282125,3.2348367472331745,0.6549576560740397
42.0,2025-05-08 15:23:12.288000000,68.90545000000002,0.023174999999999734,3.497000218,0.3531812499999999,-323.8305038155088,0.0,0.0
43.0,2025-05-08 14:43:42.644999936,64.26503,9.57132,3.746999979,0.3559444504504504,-352.84460767457574,0.0,0.0
45.0,2025-05-08 17:22:23.994999808,69.9367,0.06942499999999974,3.495999814,0.3581182342342343,-236.8091198491425,0.0,0.0
46.0,2025-05-08 16:42:47.846999808,81.72444999999999,1.0974249999999999,3.497999907,0.3581182342342343,-326.8302552660457,0.0,0.0
47.0,2025-05-08 16:03:03.694999808,85.61895000000001,0.19642499999999974,3.496999979,0.3581182342342343,-300.8265973354091,0.0,0.0
48.0,2025-05-08 15:03:27.715500032,70.93457000000001,4.9623925,3.8710000515000003,0.3589567927927928,-266.81509090942126,4.810744417260193,6.924445685252539
51.0,2025-05-08 17:22:24.244999936,74.93728,0.11231999999999973,3.745999814,0.3722877614678898,-341.8565668712224,0.0,0.0
52.0,2025-05-08 15:49:51.727666432,82.29941666666667,3.8907499999999993,3.9126667183333335,0.3792017407407407,-392.8492844584639,9.915683924018222,5.606765650060647
53.0,2025-05-08 15:23:12.788000000,79.21436000000001,0.08421499999999969,3.997000218,0.3792017407407407,-357.84027543390994,0.0,0.0
56.0,2025-05-08 16:03:03.946500096,76.15294,6.063734999999999,4.2480000255,0.3828265925925926,-359.8242451678156,4.534562650664336,8.321260885274539
57.0,2025-05-08 16:42:48.348000000,90.84961,1.1342149999999998,3.999000073,0.3828265925925926,-286.81134503579034,0.0,0.0
58.0,2025-05-08 15:43:08.616500224,89.34665000000001,0.1434124999999997,4.1220000985,0.396543358490566,-334.8218861048016,8.0061599614422,0.16129459232255744
60.0,2025-05-08 14:43:43.645999872,74.87084999999999,13.016649999999998,4.747999906,0.397232,-291.79663880213866,0.0,0.0
61.0,2025-05-08 17:22:24.744999936,84.06369,0.1248599999999997,4.245999814,0.400609619047619,-359.8360212378441,0.0,0.0
62.0,2025-05-08 16:42:48.596000000,95.42344,1.1523599999999998,4.246999979,0.4050689333333333,-295.7945311141137,0.0,0.0
63.0,2025-05-08 15:43:08.866500096,93.66710500000002,0.18618249999999967,4.3720000985,0.4056415238095238,-386.81286019755794,8.363779216027286,0.12646958334911995
65.0,2025-05-08 14:43:43.895000064,77.41042999999999,14.085544999999998,4.996999979,0.4056415238095238,-303.7920909598037,0.0,0.0
67.0,2025-05-08 17:02:36.920499712,94.54926999999999,0.6080049999999998,4.4964998965,0.4097851923076923,-336.81766843626497,7.624378868143948,0.7265522176691778
68.0,2025-05-08 15:43:09.118000128,98.21681000000002,0.20370249999999965,4.623500109,0.4229233333333333,-315.7883728373593,8.403553972469034,0.1602339321507776
69.0,2025-05-08 14:43:44.147000064,79.99775999999999,15.276189999999998,5.249000072,0.4229233333333333,-339.8076779728964,0.0,0.0
72.0,2025-05-08 17:02:37.172000000,98.944975,0.6018999999999998,4.7479999070000005,0.4236389803921568,-340.7857093024094,8.099731401796612,0.6922575387816302
74.0,2025-05-08 15:23:21.043000064,96.98462333333335,5.359593333333333,5.080666700999999,0.4236389803921568,-344.79687433274506,13.31364222339003,8.900791629347264
76.0,2025-05-08 16:42:49.345999872,109.16167999999999,1.108795,4.996999979,0.4236389803921568,-378.7968284022409,0.0,0.0
77.0,2025-05-08 17:22:25.496999936,97.56718,0.10554499999999964,4.997999907,0.4236389803921568,-306.8051332254902,0.0,0.0
78.0,2025-05-08 14:43:44.644999936,86.23466999999998,16.313979999999997,5.746999979,0.4280764752475248,-323.775583283792,0.0,0.0
79.0,2025-05-08 15:23:14.039000064,102.82476000000003,0.1266899999999996,5.248000145,0.4280764752475248,-324.7712800546336,0.0,0.0
80.0,2025-05-08 16:03:05.196000000,115.05193000000003,0.3767949999999996,4.998000145,0.4280764752475248,-362.79228377476215,0.0,0.0
81.0,2025-05-08 17:22:25.747000064,101.60726,0.09968999999999963,5.247999907,0.4280764752475248,-369.7794414805048,0.0,0.0
82.0,2025-05-08 16:42:49.599000064,114.07575999999999,1.1264399999999999,5.25,0.4280764752475248,-366.81743586389433,0.0,0.0
83.0,2025-05-08 15:03:29.592499968,98.401295,8.482479999999997,5.7480000255,0.4280764752475248,-318.76173823651743,10.356349556868512,11.756208851583487
84.0,2025-05-08 16:03:05.446000128,118.92376000000003,0.4441899999999996,5.248000145,0.4280764752475248,-379.83340517424193,0.0,0.0
86.0,2025-05-08 17:02:37.922999808,112.15671499999999,0.5699599999999998,5.4989999535,0.4280764752475248,-340.78168099762377,8.759462028643641,0.7440531105035448
88.0,2025-05-08 15:03:29.842500096,103.972125,8.830124999999999,5.9980000255,0.4280764752475248,-390.828769409901,8.12578121561554,12.25648689927297
89.0,2025-05-08 16:03:05.696000000,123.02609000000002,0.43808499999999956,5.498000145,0.4280764752475248,-453.8116912419181,0.0,0.0
90.0,2025-05-08 17:22:26.247000064,109.36542,0.08672999999999959,5.747999907,0.4280764752475248,-497.8631004507315,0.0,0.0
91.0,2025-05-08 16:42:50.099000064,123.05991999999998,1.13873,5.75,0.4280764752475248,-354.79465548119015,0.0,0.0
92.0,2025-05-08 14:43:45.397000192,105.87266,17.611665,6.499000072,0.4280764752475248,-316.81592711564355,0.0,0.0
93.0,2025-05-08 15:23:14.789999872,114.70675000000003,0.18087499999999956,5.999000073,0.4280764752475248,-373.7988148320792,0.0,0.0
94.0,2025-05-08 16:03:05.946000128,127.90917000000002,0.4809799999999995,5.748000145,0.4280764752475248,-372.7988040566337,0.0,0.0
95.0,2025-05-08 17:02:38.423499776,120.628875,0.6434999999999998,5.9994999175,0.4280764752475248,-428.83733093940594,9.9230062370861,0.6920807620863337
97.0,2025-05-08 14:43:45.651000064,113.26424,18.362309999999997,6.753000021,0.4280764752475248,-344.7861797396287,0.0,0.0
98.0,2025-05-08 15:23:15.040000000,120.45983000000003,0.19851999999999953,6.249000073,0.4280764752475248,-390.816179022203,0.0,0.0
99.0,2025-05-08 16:03:06.196999936,132.83175000000003,0.4991249999999995,5.999000073,0.4280764752475248,-417.828769409901,0.0,0.0
100.0,2025-05-08 17:02:38.672999936,125.217705,0.6126449999999998,6.248999954,0.4280764752475248,-302.7988040566337,9.895429072619834,0.6913736553051472
101.0,2025-05-08 14:43:45.897000192,120.04682,18.600704999999998,6.999000072,0.4280764752475248,-394.80308482138616,0.0,0.0
103.0,2025-05-08 15:43:10.868499968,131.57599500000003,0.3542174999999995,6.374000073,0.4280764752475248,-323.76027717386137,8.540555911323928,0.1605874855413708
105.0,2025-05-08 17:02:38.922499840,129.91716,0.6177899999999997,6.498499871,0.4284108910891089,-309.76882532673267,10.264008482313328,0.6744030925566701
106.0,2025-05-08 14:43:46.147000064,124.41865,18.643349999999998,7.249000072,0.4284108910891089,-390.8033603594975,0.0,0.0
108.0,2025-05-08 15:43:11.117499904,136.62945000000002,0.3971124999999995,6.623000145500001,0.43322732,-311.7902189032292,8.673315209491722,0.16058748554137087
110.0,2025-05-08 16:16:21.580666880,133.08657,6.636121666666667,6.998666604666667,0.43322732,-366.81970195823305,7.775420936624562,10.447768054656857
112.0,2025-05-08 15:43:11.367500032,141.69878000000003,0.40250749999999946,6.873000145500001,0.4394268686868686,-314.79728147479835,8.677204296788247,0.14326336940230042
114.0,2025-05-08 14:43:46.647000064,133.33531000000002,18.75364,7.749000072,0.4394268686868686,-312.7655246580606,0.0,0.0
115.0,2025-05-08 17:02:39.423499776,141.00306999999998,0.6293299999999997,6.9994999175,0.4394268686868686,-233.7348224104,9.246128270795271,0.7790548961722791
116.0,2025-05-08 16:03:07.197999872,151.70382000000004,0.5467049999999994,7.0,0.4394268686868686,-362.7956135460848,0.0,0.0
117.0,2025-05-08 15:23:16.040000000,141.01115000000001,0.29434999999999945,7.249000073,0.4394268686868686,-343.799361484493,0.0,0.0
118.0,2025-05-08 14:43:46.897000192,137.18189,18.845535,7.999000072,0.4394268686868686,-315.7718782440323,0.0,0.0
119.0,2025-05-08 16:42:51.599000064,152.56514999999996,1.22285,7.25,0.4394268686868686,-305.76728621994744,0.0,0.0
120.0,2025-05-08 17:22:27.748000000,139.6379,0.07159999999999948,7.248999835,0.4394268686868686,-425.8154407151515,0.0,0.0
121.0,2025-05-08 16:03:07.444999936,156.44940000000003,0.6375999999999994,7.246999979,0.4394268686868686,-352.7935398003358,0.0,0.0
122.0,2025-05-08 15:03:31.716499968,143.62885,9.6004625,7.871999979,0.4394268686868686,-339.7802865656566,3.153526538464519,13.100167819711798
124.0,2025-05-08 16:42:51.849999872,157.80822999999995,1.167995,7.500999928,0.4394268686868686,-396.8154407151515,0.0,0.0
125.0,2025-05-08 16:42:47.848499968,153.150855,0.34799499999999944,7.5,0.4394268686868686,-338.7851033516017,11.14806873549183,0.3662813126546316
126.0,2025-05-08 15:03:31.968000000,148.11518,9.5942325,8.1234999895,0.4394268686868686,-411.8154407151515,3.3363136414012304,13.065696364128952
129.0,2025-05-08 16:23:00.023500032,164.83343499999998,0.8926399999999997,7.75,0.4394268686868686,-400.7891975061726,2.3110017376129903,0.38077700166895617
