time,PKG,GPU
1746709380.1980,45189,8230
1746709380.4440,48149,8029
1746709380.6950,36915,7934
1746709380.9450,37462,7837
1746709381.1950,37773,8128
1746709381.4450,37359,8326
1746709381.6950,35437,8036
1746709381.9450,28230,8132
1746709382.1950,32520,8132
1746709382.4450,34032,8328
1746709382.6960,32310,8132
1746709382.9460,32077,7938
1746709383.1950,32832,8231
1746709383.4460,32648,8132
1746709383.6950,30413,8132
1746709383.9440,29118,8035
1746709384.1940,33887,8328
1746709384.4440,31018,8132
1746709384.6970,31036,8225
1746709384.9450,35211,8029
1746709385.1960,33810,8329
1746709385.4460,28212,8329
1746709385.6960,29134,8035
1746709385.9460,32257,8231
1746709386.1970,32415,8132
1746709386.4470,31858,7934
1746709386.6970,33314,8231
1746709386.9470,33013,8032
1746709387.1980,28202,8231
1746709387.4450,31707,8423
1746709387.6980,31062,7937
1746709387.9480,34460,8125
1746709388.1990,35442,8521
1746709388.4470,34061,7937
1746709388.6980,34634,8128
1746709388.9480,34035,8128
1746709389.1960,32458,8035
1746709389.4490,32186,8422
1746709389.6990,25447,7938
1746709389.9490,28286,7934
1746709390.1990,33191,7937
1746709390.4490,32850,8422
1746709390.6990,34310,8128
1746709390.9490,34304,8035
1746709391.1990,34962,7839
1746709391.4500,28744,8325
1746709391.7000,32190,8035
1746709391.9490,32687,8132
1746709392.2000,35489,8129
1746709392.4500,33359,8128
1746709392.7000,33741,8031
1746709392.9500,34071,8035
1746709393.2000,32362,8035
1746709393.4510,32930,8423
1746709393.7000,33169,8035
1746709393.9490,34579,7840
1746709394.2010,34166,7933
1746709394.4510,34028,8228
1746709394.6990,32294,7938
1746709394.9490,35139,8324
1746709395.2010,35031,7934
1746709395.4510,33775,8228
1746709395.7010,34812,8032
1746709395.9520,32341,8032
1746709396.2020,34975,8036
1746709396.4510,36002,8519
1746709396.6990,33296,8132
1746709396.9510,34021,7837
1746709397.2020,36395,8227
1746709397.4520,36449,8325
1746709397.7020,36442,8032
1746709397.9520,37140,7933
1746709398.2020,33303,7737
1746709398.4540,30479,8910
1746709398.7030,37695,8130
1746709398.9530,36060,7934
1746709399.2030,36172,8031
1746709399.4540,37258,8811
1746709399.7010,37553,8231
1746709399.9530,36138,8031
1746709400.2030,34315,8129
1746709400.4520,36807,8324
1746709400.7010,35339,8132
1746709400.9520,36176,8031
1746709401.2040,35978,7739
1746709401.4540,36368,8421
1746709401.7040,36486,8128
1746709401.9530,35366,8032
1746709402.2040,36485,7933
1746709402.4540,36840,8225
1746709402.7030,36411,7933
1746709402.9550,33211,8227
1746709403.2030,35382,7931
1746709403.4550,36764,7934
1746709403.7040,35180,8129
1746709403.9550,34064,8325
1746709404.2050,35647,7934
1746709404.4550,35429,8225
1746709404.7050,34657,7938
1746709404.9560,35053,7738
1746709405.2060,35117,8231
1746709405.4560,34435,8231
1746709405.7050,34239,8128
1746709405.9560,35061,7934
1746709406.2060,35357,7840
1746709406.4550,35902,8231
1746709406.7060,30009,8036
1746709406.9560,33363,8031
1746709407.2050,36087,7836
1746709407.4570,33012,8228
1746709407.7070,34250,8132
1746709407.9570,35541,8231
1746709408.2060,35710,8031
1746709408.4570,34419,8029
1746709408.7070,34363,8128
1746709408.9570,35555,8032
1746709409.2070,35927,8035
1746709409.4560,35172,7931
1746709409.7070,34053,8426
1746709409.9570,35105,8129
1746709410.2070,35823,8128
1746709410.4560,35612,8231
1746709410.7060,36125,8225
1746709410.9560,31185,8132
1746709411.2080,32846,8129
1746709411.4580,36400,7938
1746709411.7080,35891,8421
1746709411.9580,35623,8227
1746709412.2090,36718,8035
1746709412.4590,35845,8225
1746709412.7090,34675,8329
1746709412.9590,35937,7931
1746709413.2080,35818,8035
1746709413.4570,35075,8128
1746709413.7070,35621,8326
1746709413.9590,33581,8329
1746709414.2100,37014,8031
1746709414.4600,34817,8230
1746709414.7090,36339,8422
1746709414.9600,35007,8036
1746709415.2100,35492,7938
1746709415.4600,35297,8035
1746709415.7110,34476,8225
1746709415.9600,37224,8036
1746709416.2090,34919,8035
1746709416.4610,35010,8029
