### Run 0
1750805232.2610,13501,15954
1750805232.4970,43436,15944
1750805232.7480,36891,16041
1750805232.9960,35443,15943
1750805233.2480,36736,16140
1750805233.4980,36854,16145
1750805233.7620,37088,16049
1750805233.9980,32359,53041
1750805234.2480,37747,53325
1750805234.4980,35788,53427
1750805234.7490,31475,53524
1750805234.9990,35568,53524
1750805235.2500,17531,53631
1750805235.4990,19134,56843
1750805235.7490,31490,56838
1750805236.0000,34561,58588
1750805236.2490,34609,58690
1750805236.5010,34584,58593
1750805236.7500,34519,58783
1750805237.0020,34571,59246
1750805237.2500,33704,60050
1750805237.5020,34569,58690
1750805237.7500,34470,59733
1750805238.0030,34577,60907
1750805238.2510,34477,60025
1750805238.5040,33456,58198
1750805238.7510,34636,59368
1750805239.0010,34545,59270
1750805239.2510,34599,59270
1750805239.5010,34385,59368
1750805239.7510,33801,60250
1750805240.0010,34641,60420
1750805240.2510,34628,60323
1750805240.5020,34089,59860
1750805240.7520,34262,60342
1750805241.0020,34040,59465
1750805241.2520,33377,59173
1750805241.5020,33792,60245
1750805241.7520,34127,59855
1750805242.0030,30829,54495
1750805242.2530,25532,62651
1750805242.5030,29323,64425
1750805242.7530,36215,75363
1750805243.0030,36414,80549
1750805243.2530,36356,81989
1750805243.5080,36260,86468
1750805243.7540,36464,88260
1750805244.0040,36409,93109
1750805244.2540,36464,96353
1750805244.5050,36539,91665
1750805244.7540,36342,87125
1750805245.0070,36547,89381
1750805245.2540,36618,91448
1750805245.5070,36521,91770
1750805245.7550,36615,89435
1750805246.0080,36458,92480
1750805246.2550,36577,92728
1750805246.5080,36620,90243
1750805246.7550,36664,94837
1750805247.0090,36529,91553
1750805247.2550,36636,90198
1750805247.5050,36791,94918
1750805247.7560,36718,92728
1750805248.0060,36664,92840
1750805248.2560,36685,91268
1750805248.5060,36547,90572
1750805248.7570,30531,74341
1750805249.0060,32592,85556
1750805249.2560,33856,87121
1750805249.5070,34050,85647
1750805249.7570,35282,86613
1750805250.0070,35507,85348
1750805250.2570,35271,86418
1750805250.5070,35201,75856
1750805250.7570,35275,84764
1750805251.0080,35098,85188
1750805251.2570,35005,57033
1750805251.5080,34529,56448
1750805251.7580,35325,60927
1750805252.0080,35342,62169
1750805252.2590,35123,62753
1750805252.5080,35348,61000
1750805252.7600,35455,61097
1750805253.0080,35401,58885
1750805253.2610,35151,55864
1750805253.5090,35104,60610
1750805253.7620,35402,60732
